"Province_State" "Country_Region" "Lat" "Long_" "Confirmed" "Deaths" "Recovered" "Active"
"374" "Chihuahua" "Mexico" 28.633 -106.0691 29793 3552 0 26241
"375" "Ciudad de Mexico" "Mexico" 19.4326 -99.1332 204448 17484 0 186964
"376" "Coahuila" "Mexico" 27.0587 -101.7068 41524 3286 0 38238
"377" "Colima" "Mexico" 19.1223 -104.0072 7145 802 0 6343
"378" "Durango" "Mexico" 24.5593 -104.6588 20834 1121 0 19713
"379" "Guanajuato" "Mexico" 21.019 -101.2574 61473 3930 0 57543
"380" "Guerrero" "Mexico" 17.4392 -99.5451 23608 2378 0 21230
"381" "Hidalgo" "Mexico" 20.0911 -98.7624 18925 2674 0 16251
"382" "Jalisco" "Mexico" 20.6595 -103.3494 40572 4708 0 35864
"383" "Mexico" "Mexico" 19.4969 -99.7233 110779 11867 0 98912
"384" "Michoacan" "Mexico" 19.5665 -101.7068 28913 2279 0 26634
"385" "Morelos" "Mexico" 18.6813 -99.1013 7834 1287 0 6547
"386" "Nayarit" "Mexico" 21.7514 -104.8455 7157 978 0 6179
"387" "Nuevo Leon" "Mexico" 25.5922 -99.9962 66875 4560 0 62315
"388" "Oaxaca" "Mexico" 17.0732 -96.7266 24362 1848 0 22514
"389" "Puebla" "Mexico" 19.0414 -98.2063 39657 5151 0 34506
"390" "Queretaro" "Mexico" 20.5888 -100.3899 21354 1494 0 19860
"391" "Quintana Roo" "Mexico" 19.1817 -88.4791 14373 1924 0 12449
"392" "San Luis Potosi" "Mexico" 22.1565 -100.9855 34290 2488 0 31802
"393" "Sinaloa" "Mexico" 25.1721 -107.4795 24337 3965 0 20372
"394" "Sonora" "Mexico" 29.2972 -110.3309 42780 3444 0 39336
"395" "Tabasco" "Mexico" 17.8409 -92.6189 36996 3128 0 33868
"396" "Tamaulipas" "Mexico" 24.2669 -98.8363 35506 2994 0 32512
"397" "Tlaxcala" "Mexico" 19.3139 -98.2404 9373 1203 0 8170
"398" "Veracruz" "Mexico" 19.1738 -96.1342 39686 5535 0 34151
"399" "Yucatan" "Mexico" 20.7099 -89.0943 23775 2048 0 21727
"400" "Zacatecas" "Mexico" 22.7709 -102.5832 16513 1286 0 15227
"401" "Moldova" "Moldova" 47.4116 28.3699 105852 2269 93028 10555
"402" "Monaco" "Monaco" 43.7333 7.4167 607 3 537 67
"403" "Mongolia" "Mongolia" 46.8625 103.8467 784 0 354 430
"404" "Montenegro" "Montenegro" 42.708678 19.37439 34454 481 22796 11177
"405" "Morocco" "Morocco" 31.7917 -7.0926 349688 5739 298574 45375
"406" "Mozambique" "Mozambique" -18.665695 35.529562 15586 129 13677 1780
"407" "Namibia" "Namibia" -22.9576 18.4904 14285 150 13412 723
"408" "Nepal" "Nepal" 28.1667 84.25 230723 1454 211186 18083
"409" "Aruba" "Netherlands" 12.5211 -69.9683 4833 45 4664 124
"410" "Drenthe" "Netherlands" 52.862485 6.618435 7682 112 0 7570
"411" "Flevoland" "Netherlands" 52.550383 5.515162 10883 137 0 10746
"412" "Friesland" "Netherlands" 53.087337 5.7925 8468 130 0 8338
"413" "Gelderland" "Netherlands" 52.061738 5.939114 50988 1051 0 49937
"414" "Groningen" "Netherlands" 53.217922 6.741514 8320 48 0 8272
"415" "Limburg" "Netherlands" 51.209227 5.93387 24465 880 0 23585
"416" "Noord-Brabant" "Netherlands" 51.561174 5.184942 81363 2026 0 79337
"417" "Noord-Holland" "Netherlands" 52.600906 4.918688 92843 1285 0 91558
"418" "Overijssel" "Netherlands" 52.444558 6.441722 30692 533 0 30159
"419" "Sint Maarten" "Netherlands" 18.0425 -63.0548 1062 25 947 90
"420" "Utrecht" "Netherlands" 52.084251 5.163824 43318 674 0 42644
"421" "Zeeland" "Netherlands" 51.47936 3.861559 6141 101 0 6040
"422" "Zuid-Holland" "Netherlands" 51.937835 4.462114 145193 2321 0 142872
"423" "New Zealand" "New Zealand" -40.9006 174.886 2050 25 1956 69
"424" "Nicaragua" "Nicaragua" 12.865416 -85.207229 5784 160 4225 1399
"425" "Niger" "Niger" 17.607789 8.081666 1484 70 1205 209
"426" "Nigeria" "Nigeria" 9.082 8.6753 67330 1171 62819 3340
"427" "North Macedonia" "North Macedonia" 41.6086 21.7453 60723 1699 37505 21519
"428" "Norway" "Norway" 60.472 8.4689 35546 328 17998 17220
"429" "Oman" "Oman" 21.512583 55.923255 122579 1391 113856 7332
"430" "Azad Jammu and Kashmir" "Pakistan" 34.027401 73.947253 6682 164 5076 1442
"431" "Balochistan" "Pakistan" 28.328492 65.898403 17101 166 16257 678
"432" "Gilgit-Baltistan" "Pakistan" 35.792146 74.982138 4637 97 4365 175
"433" "Islamabad" "Pakistan" 33.665087 73.121219 29782 309 23399 6074
"434" "Khyber Pakhtunkhwa" "Pakistan" 34.485332 72.09169 46877 1359 41617 3901
"435" "Punjab" "Pakistan" 30.811346 72.139132 118511 2979 98331 17201
"436" "Sindh" "Pakistan" 26.009446 68.776807 171595 2911 150765 17919
"437" "Panama" "Panama" 8.538 -80.7821 163453 3039 142872 17542
"438" "Papua New Guinea" "Papua New Guinea" -6.314993 143.95555 645 7 588 50
"439" "Paraguay" "Paraguay" -23.4425 -58.4438 81131 1731 57496 21904
"440" "Amazonas" "Peru" -5.077253 -78.050172 17868 243 0 17625
"441" "Ancash" "Peru" -9.407125 -77.671795 28622 1425 0 27197
"442" "Apurimac" "Peru" -14.027713 -72.975378 6482 136 0 6346
"443" "Arequipa" "Peru" -15.843524 -72.475539 46230 1532 0 44698
"444" "Ayacucho" "Peru" -14.091648 -74.08344 14481 352 0 14129
"445" "Cajamarca" "Peru" -6.430284 -78.745596 23795 560 0 23235
"446" "Callao" "Peru" -11.954609 -77.136042 40661 1901 0 38760
"447" "Cusco" "Peru" -13.191068 -72.153609 23902 491 0 23411
"448" "Huancavelica" "Peru" -13.023888 -75.00277 7655 133 0 7522
"449" "Huanuco" "Peru" -9.421676 -76.040642 19038 449 0 18589
"450" "Ica" "Peru" -14.235097 -75.574821 30928 1723 0 29205
"451" "Junin" "Peru" -11.541783 -74.876968 25500 897 0 24603
"452" "La Libertad" "Peru" -7.92139 -78.370238 35296 2374 0 32922
"453" "Lambayeque" "Peru" -6.353049 -79.824113 30685 1846 0 28839
"454" "Lima" "Peru" -11.766533 -76.604498 428482 16082 0 412400
"455" "Loreto" "Peru" -4.124847 -74.424115 24414 988 0 23426
"456" "Madre de Dios" "Peru" -11.972699 -70.53172 9201 151 0 9050
"457" "Moquegua" "Peru" -16.860271 -70.839046 15246 288 0 14958
"458" "Pasco" "Peru" -10.39655 -75.307635 6234 122 0 6112
"459" "Piura" "Peru" -5.133361 -80.335861 40747 2096 0 38651
"460" "Puno" "Peru" -14.995827 -69.922726 18407 370 0 18037
"461" "San Martin" "Peru" -7.039531 -76.729127 23973 767 0 23206
"462" "Tacna" "Peru" -17.644161 -70.27756 13971 253 0 13718
"463" "Tumbes" "Peru" -3.857496 -80.545255 9079 331 0 8748
"464" "Ucayali" "Peru" -9.621718 -73.444929 19471 369 0 19102
"465" "Philippines" "Philippines" 12.879721 121.774017 427797 8333 388062 31402
"466" "Poland" "Poland" 51.9194 19.1451 973593 16746 538273 418574
"467" "Portugal" "Portugal" 39.3999 -8.2245 290706 4363 206275 80068
"468" "Qatar" "Qatar" 25.3548 51.1839 138477 237 135651 2589
"469" "Romania" "Romania" 45.9432 24.9668 465982 11045 335764 119173
"470" "Adygea Republic" "Russia" 44.6939006 40.1520421 7859 63 6385 1411
"471" "Altai Krai" "Russia" 52.6932243 82.6931424 25678 532 23145 2001
"472" "Altai Republic" "Russia" 50.7114101 86.8572186 11045 22 9093 1930
"473" "Amur Oblast" "Russia" 52.8032368 128.437295 11071 98 8308 2665
"474" "Arkhangelsk Oblast" "Russia" 63.5589686 43.1221646 30477 335 19932 10210
"475" "Astrakhan Oblast" "Russia" 47.1878186 47.608851 13406 250 9430 3726
"476" "Bashkortostan Republic" "Russia" 54.8573563 57.1439682 13987 80 11864 2043
"477" "Belgorod Oblast" "Russia" 50.7080119 37.5837615 15873 88 14407 1378
"478" "Bryansk Oblast" "Russia" 52.8873315 33.415853 17005 124 14120 2761
"479" "Buryatia Republic" "Russia" 52.7182426 109.492143 18367 416 16092 1859
"480" "Chechen Republic" "Russia" 43.3976147 45.6985005 4155 65 2527 1563
"481" "Chelyabinsk Oblast" "Russia" 54.4223954 61.1865846 24701 273 22180 2248
"482" "Chukotka Autonomous Okrug" "Russia" 66.0006475 169.4900869 386 3 329 54
"483" "Chuvashia Republic" "Russia" 55.4259922 47.0849429 12325 268 11206 851
"484" "Dagestan Republic" "Russia" 43.0574916 47.1332224 18757 937 16964 856
"485" "Ingushetia Republic" "Russia" 43.11542075 45.01713552 9317 110 7986 1221
"486" "Irkutsk Oblast" "Russia" 56.6370122 104.719221 31538 763 28139 2636
"487" "Ivanovo Oblast" "Russia" 56.9167446 41.4352137 15507 244 11169 4094
"488" "Jewish Autonomous Okrug" "Russia" 48.57527615 132.6630746 2897 50 1909 938
"489" "Kabardino-Balkarian Republic" "Russia" 43.4806048 43.5978976 12527 207 9773 2547
"490" "Kaliningrad Oblast" "Russia" 54.7293041 21.1489473 11094 110 7859 3125
"491" "Kalmykia Republic" "Russia" 46.2313018 45.3275745 11474 140 9452 1882
"492" "Kaluga Oblast" "Russia" 54.4382773 35.5272854 15713 109 13639 1965
"493" "Kamchatka Krai" "Russia" 57.1914882 160.0383819 7492 75 5325 2092
"494" "Karachay-Cherkess Republic" "Russia" 43.7368326 41.7267991 12041 34 8584 3423
"495" "Karelia Republic" "Russia" 62.6194031 33.4920267 14285 99 8287 5899
"496" "Kemerovo Oblast" "Russia" 54.5335781 87.342861 20425 369 16891 3165
"497" "Khabarovsk Krai" "Russia" 51.6312684 136.121524 23917 157 16546 7214
"498" "Khakassia Republic" "Russia" 53.72258845 91.44293627 11701 127 8043 3531
"499" "Khanty-Mansi Autonomous Okrug" "Russia" 61.0259025 69.0982628 33900 398 28820 4682
"500" "Kirov Oblast" "Russia" 57.9665589 49.4074599 17578 193 10191 7194
"501" "Komi Republic" "Russia" 63.9881421 54.3326073 20751 348 16080 4323
"502" "Kostroma Oblast" "Russia" 58.424756 44.2533273 11125 181 7807 3137
"503" "Krasnodar Krai" "Russia" 45.7684014 39.0261044 21751 587 14736 6428
"504" "Krasnoyarsk Krai" "Russia" 63.3233807 97.0979974 35563 1070 27995 6498
"505" "Kurgan Oblast" "Russia" 55.7655302 64.5632681 8485 119 7655 711
"506" "Kursk Oblast" "Russia" 51.6568453 36.4852695 14964 195 12454 2315
"507" "Leningrad Oblast" "Russia" 60.1853296 32.3925325 16526 134 11193 5199
"508" "Lipetsk Oblast" "Russia" 52.6935178 39.1122664 10984 107 8847 2030
"509" "Magadan Oblast" "Russia" 62.48858785 153.9903764 5595 54 4927 614
"510" "Mari El Republic" "Russia" 56.5767504 47.8817512 7475 91 6485 899
"511" "Mordovia Republic" "Russia" 54.4419829 44.4661144 10568 62 8665 1841
"512" "Moscow" "Russia" 55.7504461 37.6174943 592415 8756 441535 142124
"513" "Moscow Oblast" "Russia" 55.5043158 38.0353929 108893 2031 78620 28242
"514" "Murmansk Oblast" "Russia" 68.0000418 33.9999151 26854 472 23196 3186
"515" "Nenets Autonomous Okrug" "Russia" 68.27557185 57.1686375 647 0 511 136
"516" "Nizhny Novgorod Oblast" "Russia" 55.4718033 44.0911594 53556 1141 48167 4248
"517" "North Ossetia - Alania Republic" "Russia" 42.7933611 44.6324493 9209 76 7263 1870
"518" "Novgorod Oblast" "Russia" 58.2843833 32.5169757 11414 89 7762 3563
"519" "Novosibirsk Oblast" "Russia" 54.9720169 79.4813924 22332 730 18194 3408
"520" "Omsk Oblast" "Russia" 56.0935263 73.5099936 22074 589 18437 3048
"521" "Orel Oblast" "Russia" 52.9685433 36.0692477 15772 194 13159 2419
"522" "Orenburg Oblast" "Russia" 52.0269262 54.7276647 22810 208 19569 3033
"523" "Penza Oblast" "Russia" 53.1655415 44.7879181 19892 236 17043 2613
"524" "Perm Krai" "Russia" 58.5951603 56.3159546 20083 598 13915 5570
"525" "Primorsky Krai" "Russia" 45.0819456 134.726645 21457 230 15402 5825
"526" "Pskov Oblast" "Russia" 57.5358729 28.8586826 11923 72 6601 5250
"527" "Rostov Oblast" "Russia" 47.6222451 40.7957942 39343 1296 31915 6132
"528" "Ryazan Oblast" "Russia" 54.4226732 40.5705246 13827 89 11344 2394
"529" "Saint Petersburg" "Russia" 59.9606739 30.1586551 118515 5350 67636 45529
"530" "Sakha (Yakutiya) Republic" "Russia" 66.941626 129.642371 19623 286 13675 5662
"531" "Sakhalin Oblast" "Russia" 49.7219665 143.448533 11059 6 8151 2902
"532" "Samara Oblast" "Russia" 53.2128813 50.8914633 21850 408 19595 1847
"533" "Saratov Oblast" "Russia" 51.6520555 46.8631952 26668 228 22713 3727
"534" "Smolensk Oblast" "Russia" 55.0343496 33.0192065 12040 278 8761 3001
"535" "Stavropol Krai" "Russia" 44.8632577 43.4406913 27259 539 24342 2378
"536" "Sverdlovsk Oblast" "Russia" 58.6414755 61.8021546 45564 1007 37775 6782
"537" "Tambov Oblast" "Russia" 52.9019574 41.3578918 12955 75 11788 1092
"538" "Tatarstan Republic" "Russia" 55.7648572 52.43104273 10168 134 8912 1122
"539" "Tomsk Oblast" "Russia" 58.6124279 82.0475315 18053 162 12936 4955
"540" "Tula Oblast" "Russia" 53.9570701 37.3690909 16249 478 14256 1515
"541" "Tver Oblast" "Russia" 57.1134475 35.1744428 14727 378 9899 4450
"542" "Tyumen Oblast" "Russia" 58.8206488 70.3658837 17945 131 13562 4252
"543" "Tyva Republic" "Russia" 51.4017149 93.8582593 12214 138 11300 776
"544" "Udmurt Republic" "Russia" 57.1961165 52.6959832 13020 280 10718 2022
"545" "Ulyanovsk Oblast" "Russia" 54.1463177 47.2324921 27097 335 22801 3961
"546" "Vladimir Oblast" "Russia" 56.0503336 40.6561633 12962 313 10822 1827
"547" "Volgograd Oblast" "Russia" 49.6048339 44.2903582 26680 300 25299 1081
"548" "Vologda Oblast" "Russia" 60.0391461 43.1215213 11566 135 10014 1417
"549" "Voronezh Oblast" "Russia" 50.9800393 40.1506507 33786 576 31814 1396
"550" "Yamalo-Nenets Autonomous Okrug" "Russia" 67.1471631 74.3415488 25951 254 17441 8256
"551" "Yaroslavl Oblast" "Russia" 57.7781976 39.0021095 16064 84 15135 845
"552" "Zabaykalsky Krai" "Russia" 52.248521 115.956325 18699 307 16999 1393
"553" "Rwanda" "Rwanda" -1.9403 29.8739 5891 47 5480 364
"554" "Saint Kitts and Nevis" "Saint Kitts and Nevis" 17.357822 -62.782998 22 0 19 3
"555" "Saint Lucia" "Saint Lucia" 13.9094 -60.9789 252 2 109 141
"556" "Saint Vincent and the Grenadines" "Saint Vincent and the Grenadines" 12.9843 -61.2872 85 0 79 6
"557" "San Marino" "San Marino" 43.9424 12.4578 1586 45 1285 256
"558" "Sao Tome and Principe" "Sao Tome and Principe" 0.1864 6.6131 989 17 930 42
"559" "Saudi Arabia" "Saudi Arabia" 23.885942 45.079162 356911 5870 346023 5018
"560" "Senegal" "Senegal" 14.4974 -14.4524 16027 332 15582 113
"561" "Serbia" "Serbia" 44.0165 21.0059 163035 1484 0 161551
"562" "Seychelles" "Seychelles" -4.6796 55.492 173 0 162 11
"563" "Sierra Leone" "Sierra Leone" 8.460555 -11.779889 2410 74 1834 502
"564" "Singapore" "Singapore" 1.2833 103.8333 58205 29 58119 57
"565" "Slovakia" "Slovakia" 48.669 19.699 104632 798 62094 41740
"566" "Slovenia" "Slovenia" 46.1512 14.9955 74257 1336 52814 20107
"567" "Solomon Islands" "Solomon Islands" -9.6457 160.1562 17 0 5 12
"568" "Somalia" "Somalia" 5.152149 46.199616 4451 113 3417 921
"569" "South Africa" "South Africa" -30.5595 22.9375 785139 21439 723347 40353
"570" "South Sudan" "South Sudan" 6.877 31.307 3104 61 2954 89
"571" "Andalusia" "Spain" 37.5443 -4.7278 229104 3903 10671 214530
"572" "Aragon" "Spain" 41.5976 -0.9057 72590 2279 3772 66539
"573" "Asturias" "Spain" 43.3614 -5.8593 22746 954 1063 20729
"574" "Baleares" "Spain" 39.710358 2.995148 23925 404 1533 21988
"575" "C. Valenciana" "Spain" 39.484 -0.7533 100748 2298 9970 88480
"576" "Canarias" "Spain" 28.2916 -16.6291 20730 339 1537 18854
"577" "Cantabria" "Spain" 43.1828 -3.9878 15027 304 2287 12436
"578" "Castilla - La Mancha" "Spain" 39.2796 -3.0977 84935 3761 6392 74782
"579" "Castilla y Leon" "Spain" 41.8357 -4.3976 119952 4487 8716 106749
"580" "Catalonia" "Spain" 41.5912 1.5209 301577 7911 26203 267463
"581" "Ceuta" "Spain" 35.8894 -5.3213 2782 54 163 2565
"582" "Extremadura" "Spain" 39.4937 -6.0679 28578 928 2652 24998
"583" "Galicia" "Spain" 42.5751 -8.1339 49183 1184 9204 38795
"584" "La Rioja" "Spain" 42.2871 -2.5396 16398 543 3107 12748
"585" "Madrid" "Spain" 40.4168 -3.7038 346850 11352 40736 294762
"586" "Melilla" "Spain" 35.2923 -2.9381 4023 40 125 3858
"587" "Murcia" "Spain" 37.9922 -1.1307 53691 597 2180 50914
"588" "Navarra" "Spain" 42.6954 -1.6761 39414 863 3905 34646
"589" "Pais Vasco" "Spain" 42.9896 -2.6189 95955 2467 16160 77328
"590" "Sri Lanka" "Sri Lanka" 7.873054 80.771797 22988 109 16656 6223
"591" "Sudan" "Sudan" 12.8628 30.2176 17404 1235 10175 5994
"592" "Suriname" "Suriname" 3.9193 -56.0278 5312 117 5192 3
"593" "Blekinge" "Sweden" 56.2784 15.018 1901 23 0 1878
"594" "Dalarna" "Sweden" 61.0917 14.6664 5994 190 0 5804
"595" "Gavleborg" "Sweden" 61.3012 16.1534 6923 189 0 6734
"596" "Gotland" "Sweden" 57.4684 18.4867 1198 12 0 1186
"597" "Halland" "Sweden" 56.8967 12.8034 6299 109 0 6190
"598" "Jamtland Harjedalen" "Sweden" 63.1712 14.9592 2738 67 0 2671
"599" "Jonkoping" "Sweden" 57.3708 14.3439 11403 222 0 11181
"600" "Kalmar" "Sweden" 57.235 16.1849 2848 70 0 2778
"601" "Kronoberg" "Sweden" 56.7183 14.4115 5055 147 0 4908
"602" "Norrbotten" "Sweden" 66.8309 20.3992 4909 97 0 4812
"603" "Orebro" "Sweden" 59.535 15.0066 9571 189 0 9382
"604" "Ostergotland" "Sweden" 58.3454 15.5198 9001 287 0 8714
"605" "Skane" "Sweden" 55.9903 13.5958 25867 385 0 25482
"606" "Sormland" "Sweden" 59.0336 16.7519 5795 270 0 5525
"607" "Stockholm" "Sweden" 59.6025 18.1384 70824 2688 0 68136
"608" "Uppsala" "Sweden" 60.0092 17.2715 10965 293 0 10672
"609" "Varmland" "Sweden" 59.7294 13.2354 3260 84 0 3176
"610" "Vasterbotten" "Sweden" 65.3337 16.5162 4145 49 0 4096
"611" "Vasternorrland" "Sweden" 63.4276 17.7292 4807 148 0 4659
"612" "Vastmanland" "Sweden" 59.6714 16.2159 8182 190 0 7992
"613" "Vastra Gotaland" "Sweden" 58.2528 13.0596 41444 972 0 40472
"614" "Switzerland" "Switzerland" 46.8182 8.2275 318290 4621 222100 91569
"615" "Syria" "Syria" 34.802075 38.996815 7715 409 3444 3862
"616" "Taiwan*" "Taiwan*" 23.7 121 648 7 556 85
"617" "Tajikistan" "Tajikistan" 38.861 71.2761 12118 86 11518 514
"618" "Tanzania" "Tanzania" -6.369028 34.888822 509 21 183 305
"619" "Thailand" "Thailand" 15.870032 100.992541 3977 60 3800 117
"620" "Timor-Leste" "Timor-Leste" -8.874217 125.727539 30 0 30 0
"621" "Togo" "Togo" 8.6195 0.8248 2946 64 2435 447
"622" "Trinidad and Tobago" "Trinidad and Tobago" 10.6918 -61.2225 6630 118 5732 780
"623" "Tunisia" "Tunisia" 33.886917 9.537499 94980 3153 69226 22601
"624" "Turkey" "Turkey" 38.9637 35.2433 578347 13373 396227 168747
"625" "Alabama" "US" 32.53952745 -86.64408227 2735 42 0 2693
"626" "Alabama" "US" 30.72774991 -87.72207058 8733 98 0 8635
"627" "Alabama" "US" 31.868263 -85.3871286 1173 10 0 1163
"628" "Alabama" "US" 32.99642064 -87.1251146 1179 17 0 1162
"629" "Alabama" "US" 33.98210918 -86.56790593 2922 40 0 2882
"630" "Alabama" "US" 32.10030533 -85.71265535 696 19 0 677
"631" "Alabama" "US" 31.75300095 -86.68057478 1165 41 0 1124
"632" "Alabama" "US" 33.77483727 -85.82630386 6301 119 0 6182
"633" "Alabama" "US" 32.91360079 -85.39072749 1768 50 0 1718
"634" "Alabama" "US" 34.17805983 -85.60638968 1022 24 0 998
"635" "Alabama" "US" 32.85044126 -86.7173256 2234 38 0 2196
"636" "Alabama" "US" 32.02227341 -88.2656443 422 13 0 409
"637" "Alabama" "US" 31.68099859 -87.83548597 1584 19 0 1565
"638" "Alabama" "US" 33.26984193 -85.85836077 919 24 0 895
"639" "Alabama" "US" 33.67679204 -85.52005899 772 14 0 758
"640" "Alabama" "US" 31.39932826 -85.98901039 2454 15 0 2439
"641" "Alabama" "US" 34.69847452 -87.80168544 3119 42 0 3077
"642" "Alabama" "US" 31.43401703 -86.99320044 684 14 0 670
"643" "Alabama" "US" 32.93690146 -86.24847739 344 4 0 340
"644" "Alabama" "US" 31.2477854 -86.45050893 2189 34 0 2155
"645" "Alabama" "US" 31.72941803 -86.31593104 711 30 0 681
"646" "Alabama" "US" 34.13020303 -86.86888037 4394 42 0 4352
"647" "Alabama" "US" 31.43037123 -85.61095742 2326 54 0 2272
"648" "Alabama" "US" 32.32688101 -87.1086671 2262 32 0 2230
"649" "Alabama" "US" 34.45946862 -85.80782906 4855 36 0 4819
"650" "Alabama" "US" 32.59785413 -86.14415284 4068 64 0 4004
"651" "Alabama" "US" 31.1256789 -87.15918694 1983 31 0 1952
"652" "Alabama" "US" 34.04567266 -86.04051873 6276 66 0 6210
"653" "Alabama" "US" 33.72076938 -87.73886638 916 16 0 900
"654" "Alabama" "US" 34.44235334 -87.84289505 2526 33 0 2493
"655" "Alabama" "US" 31.09389027 -85.83572839 1221 8 0 1213
"656" "Alabama" "US" 32.85504247 -87.95684022 426 18 0 408
"657" "Alabama" "US" 32.76039258 -87.63284988 970 31 0 939
"658" "Alabama" "US" 31.51148016 -85.24267944 854 6 0 848
"659" "Alabama" "US" 31.15197924 -85.29939599 5256 38 0 5218
"660" "Alabama" "US" 34.78144169 -85.99750489 3204 23 0 3181
"661" "Alabama" "US" 33.55554728 -86.895063 32314 500 0 31814
"662" "Alabama" "US" 33.77995024 -88.09668032 679 8 0 671
"663" "Alabama" "US" 34.90171875 -87.65624729 4078 54 0 4024
"664" "Alabama" "US" 34.52041498 -87.31069453 1279 36 0 1243
"665" "Alabama" "US" 32.60154883 -85.35132246 7757 66 0 7691
"666" "Alabama" "US" 34.81185586 -86.98310072 4251 45 0 4206
"667" "Alabama" "US" 32.1597283 -86.65158371 799 29 0 770
"668" "Alabama" "US" 32.38759944 -85.69267724 737 22 0 715
"669" "Alabama" "US" 34.76327133 -86.55069633 13223 148 0 13075
"670" "Alabama" "US" 32.24767634 -87.78796182 1215 24 0 1191
"671" "Alabama" "US" 34.13697363 -87.88704173 1402 36 0 1366
"672" "Alabama" "US" 34.36975964 -86.30486727 6272 55 0 6217
"673" "Alabama" "US" 30.78472347 -88.20842409 19859 361 0 19498
"674" "Alabama" "US" 31.56729412 -87.36995001 789 11 0 778
"675" "Alabama" "US" 32.2206831 -86.20969272 12342 236 0 12106
"676" "Alabama" "US" 34.45500589 -86.85475946 6626 50 0 6576
"677" "Alabama" "US" 32.64048341 -87.29770589 688 6 0 682
"678" "Alabama" "US" 33.28094866 -88.08818103 1235 18 0 1217
"679" "Alabama" "US" 31.80396383 -85.9408295 1586 14 0 1572
"680" "Alabama" "US" 33.29526734 -85.45708831 1029 21 0 1008
"681" "Alabama" "US" 32.28725256 -85.18415324 2219 3 0 2216
"682" "Alabama" "US" 33.26879845 -86.66232561 10315 77 0 10238
"683" "Alabama" "US" 33.71902176 -86.31029372 4195 55 0 4140
"684" "Alabama" "US" 32.59117397 -88.19916205 581 22 0 559
"685" "Alabama" "US" 33.37823223 -86.16886178 3514 54 0 3460
"686" "Alabama" "US" 32.86698258 -85.79833053 1763 91 0 1672
"687" "Alabama" "US" 33.28726072 -87.52556818 13049 154 0 12895
"688" "Alabama" "US" 33.80270512 -87.30027177 3657 111 0 3546
"689" "Alabama" "US" 31.4092794 -88.20689944 912 19 0 893
"690" "Alabama" "US" 31.98773215 -87.30891118 635 18 0 617
