"Province_State" "Country_Region" "Confirmed" "Deaths" "Recovered" "Active"
"505" "Kalmykia Republic" "Russia" 15705 211 13181 2313
"506" "Kaluga Oblast" "Russia" 22690 191 20779 1720
"507" "Kamchatka Krai" "Russia" 10852 82 9486 1284
"508" "Karachay-Cherkess Republic" "Russia" 15977 43 14382 1552
"509" "Karelia Republic" "Russia" 30473 183 24676 5614
"510" "Kemerovo Oblast" "Russia" 27032 488 24221 2323
"511" "Khabarovsk Krai" "Russia" 38280 204 33548 4528
"512" "Khakassia Republic" "Russia" 18506 302 15536 2668
"513" "Khanty-Mansi Autonomous Okrug" "Russia" 43314 579 39608 3127
"514" "Kirov Oblast" "Russia" 27951 241 21601 6109
"515" "Komi Republic" "Russia" 32728 616 30774 1338
"516" "Kostroma Oblast" "Russia" 15778 246 11915 3617
"517" "Krasnodar Krai" "Russia" 29597 1082 20034 8481
"518" "Krasnoyarsk Krai" "Russia" 49703 1857 45000 2846
"519" "Kurgan Oblast" "Russia" 13062 200 11429 1433
"520" "Kursk Oblast" "Russia" 22539 319 19912 2308
"521" "Leningrad Oblast" "Russia" 26012 300 23179 2533
"522" "Lipetsk Oblast" "Russia" 17687 294 13056 4337
"523" "Magadan Oblast" "Russia" 7328 66 6863 399
"524" "Mari El Republic" "Russia" 9688 130 8453 1105
"525" "Mordovia Republic" "Russia" 14349 101 11893 2355
"526" "Moscow" "Russia" 857568 11950 695106 150512
"527" "Moscow Oblast" "Russia" 168409 3093 126629 38687
"528" "Murmansk Oblast" "Russia" 38555 688 34274 3593
"529" "Nenets Autonomous Okrug" "Russia" 815 0 716 99
"530" "Nizhny Novgorod Oblast" "Russia" 74439 1805 66794 5840
"531" "North Ossetia - Alania Republic" "Russia" 12849 101 11414 1334
"532" "Novgorod Oblast" "Russia" 20279 99 14769 5411
"533" "Novosibirsk Oblast" "Russia" 29338 1047 25734 2557
"534" "Omsk Oblast" "Russia" 32644 947 29452 2245
"535" "Orel Oblast" "Russia" 23101 290 20472 2339
"536" "Orenburg Oblast" "Russia" 30499 384 26896 3219
"537" "Penza Oblast" "Russia" 28055 337 22470 5248
"538" "Perm Krai" "Russia" 33664 1234 26886 5544
"539" "Primorsky Krai" "Russia" 31618 418 22970 8230
"540" "Pskov Oblast" "Russia" 25571 106 13605 11860
"541" "Rostov Oblast" "Russia" 55565 2208 45653 7704
"542" "Ryazan Oblast" "Russia" 19482 190 17731 1561
"543" "Saint Petersburg" "Russia" 276035 8378 166416 101241
"544" "Sakha (Yakutiya) Republic" "Russia" 27712 405 25180 2127
"545" "Sakhalin Oblast" "Russia" 17154 17 14278 2859
"546" "Samara Oblast" "Russia" 34323 702 31531 2090
"547" "Saratov Oblast" "Russia" 37938 442 32532 4964
"548" "Smolensk Oblast" "Russia" 18628 356 14275 3997
"549" "Stavropol Krai" "Russia" 37508 798 33515 3195
"550" "Sverdlovsk Oblast" "Russia" 62516 1683 54906 5927
"551" "Tambov Oblast" "Russia" 19254 209 16893 2152
"552" "Tatarstan Republic" "Russia" 14183 211 11023 2949
"553" "Tomsk Oblast" "Russia" 25865 231 22120 3514
"554" "Tula Oblast" "Russia" 24874 854 21971 2049
"555" "Tver Oblast" "Russia" 24550 469 19619 4462
"556" "Tyumen Oblast" "Russia" 24933 214 23428 1291
"557" "Tyva Republic" "Russia" 14970 159 13788 1023
"558" "Udmurt Republic" "Russia" 21732 419 18061 3252
"559" "Ulyanovsk Oblast" "Russia" 38880 474 35427 2979
"560" "Vladimir Oblast" "Russia" 20251 544 17779 1928
"561" "Volgograd Oblast" "Russia" 38038 507 36126 1405
"562" "Vologda Oblast" "Russia" 26549 469 21911 4169
"563" "Voronezh Oblast" "Russia" 50105 1268 45043 3794
"564" "Yamalo-Nenets Autonomous Okrug" "Russia" 33596 355 27077 6164
"565" "Yaroslavl Oblast" "Russia" 24185 234 22718 1233
"566" "Zabaykalsky Krai" "Russia" 29608 407 27738 1463
"567" "Rwanda" "Rwanda" 9630 120 6974 2536
"568" "Saint Kitts and Nevis" "Saint Kitts and Nevis" 34 0 31 3
"569" "Saint Lucia" "Saint Lucia" 438 5 309 124
"570" "Saint Vincent and the Grenadines" "Saint Vincent and the Grenadines" 149 0 100 119
"571" "Samoa" "Samoa" 2 0 2 0
"572" "San Marino" "San Marino" 2628 64 2220 344
"573" "Sao Tome and Principe" "Sao Tome and Principe" 1066 17 988 61
"574" "Saudi Arabia" "Saudi Arabia" 363809 6291 355548 1970
"575" "Senegal" "Senegal" 21245 465 18218 2562
"576" "Serbia" "Serbia" 359689 3582 0 356107
"577" "Seychelles" "Seychelles" 313 0 214 252
"578" "Sierra Leone" "Sierra Leone" 2834 77 1983 774
"579" "Singapore" "Singapore" 58907 29 58636 242
"580" "Slovakia" "Slovakia" 208209 2918 147275 58016
"581" "Slovenia" "Slovenia" 139281 2998 111864 24419
"582" "Solomon Islands" "Solomon Islands" 17 0 10 7
"583" "Somalia" "Somalia" 4726 130 3639 957
"584" "South Africa" "South Africa" 1231597 33163 966368 232066
"585" "South Sudan" "South Sudan" 3649 63 3165 421
"586" "Andalusia" "Spain" 276669 5251 10671 260747
"587" "Aragon" "Spain" 82696 2683 3772 76241
"588" "Asturias" "Spain" 28196 1376 1063 25757
"589" "Baleares" "Spain" 39586 482 1533 37571
"590" "C. Valenciana" "Spain" 164156 3163 9970 151023
"591" "Canarias" "Spain" 28827 447 1537 26843
"592" "Cantabria" "Spain" 18905 402 2287 16216
"593" "Castilla - La Mancha" "Spain" 107656 4117 6392 97147
"594" "Castilla y Leon" "Spain" 138681 5143 8716 124822
"595" "Catalonia" "Spain" 386595 8828 26203 351564
"596" "Ceuta" "Spain" 3225 62 163 3000
"597" "Extremadura" "Spain" 43028 1111 2652 39265
"598" "Galicia" "Spain" 65479 1420 9204 54855
"599" "La Rioja" "Spain" 19326 594 3107 15625
"600" "Madrid" "Spain" 421295 11971 40736 368588
"601" "Melilla" "Spain" 4728 44 125 4559
"602" "Murcia" "Spain" 63380 769 2180 60431
"603" "Navarra" "Spain" 43542 973 3905 38664
"604" "Pais Vasco" "Spain" 114390 3038 16160 95192
"605" "Sri Lanka" "Sri Lanka" 48380 232 41325 6823
"606" "Sudan" "Sudan" 23316 1468 13524 8324
"607" "Suriname" "Suriname" 7008 133 6276 599
"608" "Blekinge" "Sweden" 5789 52 0 5737
"609" "Dalarna" "Sweden" 11661 259 0 11402
"610" "Gavleborg" "Sweden" 16401 371 0 16030
"611" "Gotland" "Sweden" 2380 34 0 2346
"612" "Halland" "Sweden" 14860 150 0 14710
"613" "Jamtland Harjedalen" "Sweden" 4954 85 0 4869
"614" "Jonkoping" "Sweden" 18953 354 0 18599
"615" "Kalmar" "Sweden" 7777 120 0 7657
"616" "Kronoberg" "Sweden" 9924 216 0 9708
"617" "Norrbotten" "Sweden" 8334 144 0 8190
"618" "Orebro" "Sweden" 14456 225 0 14231
"619" "Ostergotland" "Sweden" 15843 396 0 15447
"620" "Skane" "Sweden" 78745 814 0 77931
"621" "Sormland" "Sweden" 10084 328 0 9756
"622" "Stockholm" "Sweden" 126212 3361 0 122851
"623" "Uppsala" "Sweden" 19327 388 0 18939
"624" "Varmland" "Sweden" 6634 126 0 6508
"625" "Vasterbotten" "Sweden" 9070 92 0 8978
"626" "Vasternorrland" "Sweden" 11250 255 0 10995
"627" "Vastmanland" "Sweden" 14952 267 0 14685
"628" "Vastra Gotaland" "Sweden" 81865 1396 0 80469
"629" "Switzerland" "Switzerland" 477983 8267 317600 152116
"630" "Syria" "Syria" 12364 774 6029 5561
"631" "Taiwan" "Taiwan" 828 7 720 101
"632" "Tajikistan" "Tajikistan" 13308 90 13215 3
"633" "Tanzania" "Tanzania" 509 21 183 305
"634" "Thailand" "Thailand" 10298 67 6566 3665
"635" "Timor-Leste" "Timor-Leste" 49 0 41 8
"636" "Togo" "Togo" 3957 72 3614 271
"637" "Trinidad and Tobago" "Trinidad and Tobago" 7265 128 6857 280
"638" "Tunisia" "Tunisia" 159276 5215 117701 36360
"639" "Turkey" "Turkey" 2326256 22807 2198150 105299
"640" "Alabama" "US" 4879 54 0 4825
"641" "Alabama" "US" 15327 173 0 15154
"642" "Alabama" "US" 1658 35 0 1623
"643" "Alabama" "US" 2051 48 0 2003
"644" "Alabama" "US" 5066 77 0 4989
"645" "Alabama" "US" 953 28 0 925
"646" "Alabama" "US" 1632 57 0 1575
"647" "Alabama" "US" 10497 178 0 10319
"648" "Alabama" "US" 2639 66 0 2573
"649" "Alabama" "US" 1537 24 0 1513
"650" "Alabama" "US" 3253 54 0 3199
"651" "Alabama" "US" 501 22 0 479
"652" "Alabama" "US" 2633 26 0 2607
"653" "Alabama" "US" 1230 35 0 1195
"654" "Alabama" "US" 1118 18 0 1100
"655" "Alabama" "US" 4145 43 0 4102
"656" "Alabama" "US" 5081 61 0 5020
"657" "Alabama" "US" 907 18 0 889
"658" "Alabama" "US" 579 9 0 570
"659" "Alabama" "US" 3156 50 0 3106
"660" "Alabama" "US" 1123 38 0 1085
"661" "Alabama" "US" 7702 79 0 7623
"662" "Alabama" "US" 3720 64 0 3656
"663" "Alabama" "US" 2923 44 0 2879
"664" "Alabama" "US" 7376 62 0 7314
"665" "Alabama" "US" 7390 85 0 7305
"666" "Alabama" "US" 2972 34 0 2938
"667" "Alabama" "US" 11111 107 0 11004
"668" "Alabama" "US" 1570 21 0 1549
"669" "Alabama" "US" 3530 39 0 3491
"670" "Alabama" "US" 1903 23 0 1880
"671" "Alabama" "US" 731 20 0 711
"672" "Alabama" "US" 1661 41 0 1620
"673" "Alabama" "US" 1433 11 0 1422
"674" "Alabama" "US" 8167 72 0 8095
"675" "Alabama" "US" 5611 34 0 5577
"676" "Alabama" "US" 58896 784 0 58112
"677" "Alabama" "US" 1137 16 0 1121
"678" "Alabama" "US" 7191 72 0 7119
"679" "Alabama" "US" 2324 44 0 2280
"680" "Alabama" "US" 11565 79 0 11486
"681" "Alabama" "US" 7599 60 0 7539
"682" "Alabama" "US" 1052 35 0 1017
"683" "Alabama" "US" 1093 35 0 1058
"684" "Alabama" "US" 25463 178 0 25285
"685" "Alabama" "US" 1946 27 0 1919
"686" "Alabama" "US" 2320 46 0 2274
"687" "Alabama" "US" 9854 92 0 9762
"688" "Alabama" "US" 28584 523 0 28061
"689" "Alabama" "US" 1384 12 0 1372
"690" "Alabama" "US" 18064 285 0 17779
"691" "Alabama" "US" 11727 104 0 11623
"692" "Alabama" "US" 0 0 0 0
"693" "Alabama" "US" 930 19 0 911
"694" "Alabama" "US" 1888 31 0 1857
"695" "Alabama" "US" 2338 23 0 2315
"696" "Alabama" "US" 1349 32 0 1317
"697" "Alabama" "US" 3067 7 0 3060
"698" "Alabama" "US" 17562 106 0 17456
"699" "Alabama" "US" 7213 115 0 7098
"700" "Alabama" "US" 889 26 0 863
"701" "Alabama" "US" 5796 109 0 5687
"702" "Alabama" "US" 2552 107 0 2445
"703" "Alabama" "US" 20142 267 0 19875
"704" "Alabama" "US" 0 0 0 0
"705" "Alabama" "US" 5734 170 0 5564
"706" "Alabama" "US" 1320 26 0 1294
"707" "Alabama" "US" 974 20 0 954
"708" "Alabama" "US" 2182 34 0 2148
"709" "Alaska" "US" 39 0 0 39
"710" "Alaska" "US" 224 0 0 224
"711" "Alaska" "US" 24091 126 0 23965
"712" "Alaska" "US" 2797 12 0 2785
"713" "Alaska" "US" 0 0 0 0
"714" "Alaska" "US" 161 0 0 161
"715" "Alaska" "US" 61 0 0 61
"716" "Alaska" "US" 147 1 0 146
"717" "Alaska" "US" 5364 21 0 5343
"718" "Alaska" "US" 23 0 0 23
"719" "Alaska" "US" 1074 5 0 1069
"720" "Alaska" "US" 3763 19 0 3744
"721" "Alaska" "US" 259 1 0 258
"722" "Alaska" "US" 971 2 0 969
"723" "Alaska" "US" 923 3 0 920
"724" "Alaska" "US" 6910 18 0 6892
"725" "Alaska" "US" 283 0 0 283
"726" "Alaska" "US" 870 3 0 867
"727" "Alaska" "US" 483 0 0 483
"728" "Alaska" "US" 38 1 0 37
"729" "Alaska" "US" 74 1 0 73
"730" "Alaska" "US" 278 0 0 278
"731" "Alaska" "US" 16 0 0 16
"732" "Alaska" "US" 414 3 0 411
"733" "Alaska" "US" 253 0 0 253
"734" "Alaska" "US" 380 3 0 377
"735" "Alaska" "US" 25 0 0 25
"736" "Alaska" "US" 60 1 0 59
"737" "Alaska" "US" 237 4 0 233
"738" "Arizona" "US" 8244 259 0 7985
"739" "Arizona" "US" 8856 164 0 8692
"740" "Arizona" "US" 12836 233 0 12603
"741" "Arizona" "US" 5060 155 0 4905
"742" "Arizona" "US" 4045 56 0 3989
"743" "Arizona" "US" 463 4 0 459
"744" "Arizona" "US" 1860 39 0 1821
"745" "Arizona" "US" 382409 5818 0 376591
"746" "Arizona" "US" 15346 390 0 14956
"747" "Arizona" "US" 12572 372 0 12200
"748" "Arizona" "US" 0 0 0 0
"749" "Arizona" "US" 82197 1263 0 80934
"750" "Arizona" "US" 33154 418 0 32736
"751" "Arizona" "US" 6671 117 0 6554
"752" "Arizona" "US" 0 0 0 0
"753" "Arizona" "US" 13565 275 0 13290
"754" "Arizona" "US" 31268 578 0 30690
"755" "Arkansas" "US" 1458 33 0 1425
"756" "Arkansas" "US" 1402 21 0 1381
"757" "Arkansas" "US" 2353 78 0 2275
"758" "Arkansas" "US" 21521 295 0 21226
"759" "Arkansas" "US" 2834 71 0 2763
"760" "Arkansas" "US" 1082 20 0 1062
"761" "Arkansas" "US" 267 1 0 266
"762" "Arkansas" "US" 2281 33 0 2248
"763" "Arkansas" "US" 1474 33 0 1441
"764" "Arkansas" "US" 1523 26 0 1497
"765" "Arkansas" "US" 1422 35 0 1387
"766" "Arkansas" "US" 1507 42 0 1465
"767" "Arkansas" "US" 628 21 0 607
"768" "Arkansas" "US" 1702 45 0 1657
"769" "Arkansas" "US" 1649 19 0 1630
"770" "Arkansas" "US" 10999 146 0 10853
"771" "Arkansas" "US" 5145 66 0 5079
"772" "Arkansas" "US" 4730 78 0 4652
"773" "Arkansas" "US" 1599 37 0 1562
"774" "Arkansas" "US" 546 12 0 534
"775" "Arkansas" "US" 1037 14 0 1023
"776" "Arkansas" "US" 1609 23 0 1586
"777" "Arkansas" "US" 8923 105 0 8818
"778" "Arkansas" "US" 1249 26 0 1223
"779" "Arkansas" "US" 973 37 0 936
"780" "Arkansas" "US" 6876 168 0 6708
"781" "Arkansas" "US" 1195 16 0 1179
"782" "Arkansas" "US" 4870 59 0 4811
"783" "Arkansas" "US" 1374 11 0 1363
"784" "Arkansas" "US" 3925 59 0 3866
"785" "Arkansas" "US" 1194 18 0 1176
"786" "Arkansas" "US" 3090 99 0 2991
"787" "Arkansas" "US" 1432 23 0 1409
"788" "Arkansas" "US" 2934 26 0 2908
"789" "Arkansas" "US" 7173 134 0 7039
"790" "Arkansas" "US" 2155 21 0 2134
"791" "Arkansas" "US" 370 5 0 365
"792" "Arkansas" "US" 1723 38 0 1685
"793" "Arkansas" "US" 1515 28 0 1487
"794" "Arkansas" "US" 2905 28 0 2877
"795" "Arkansas" "US" 899 39 0 860
"796" "Arkansas" "US" 1674 13 0 1661
"797" "Arkansas" "US" 4878 89 0 4789
"798" "Arkansas" "US" 1144 14 0 1130
"799" "Arkansas" "US" 738 24 0 714
"800" "Arkansas" "US" 2981 25 0 2956
"801" "Arkansas" "US" 4719 99 0 4620
"802" "Arkansas" "US" 557 9 0 548
"803" "Arkansas" "US" 580 21 0 559
"804" "Arkansas" "US" 626 22 0 604
"805" "Arkansas" "US" 597 24 0 573
"806" "Arkansas" "US" 1602 35 0 1567
"807" "Arkansas" "US" 546 5 0 541
"808" "Arkansas" "US" 1396 26 0 1370
"809" "Arkansas" "US" 778 14 0 764
"810" "Arkansas" "US" 2618 64 0 2554
"811" "Arkansas" "US" 1439 49 0 1390
"812" "Arkansas" "US" 6240 65 0 6175
"813" "Arkansas" "US" 605 17 0 588
"814" "Arkansas" "US" 28248 428 0 27820
"815" "Arkansas" "US" 1623 43 0 1580
"816" "Arkansas" "US" 8749 119 0 8630
"817" "Arkansas" "US" 718 13 0 705
"818" "Arkansas" "US" 544 13 0 531
"819" "Arkansas" "US" 11245 166 0 11079
"820" "Arkansas" "US" 2179 23 0 2156
"821" "Arkansas" "US" 1305 36 0 1269
"822" "Arkansas" "US" 2994 23 0 2971
"823" "Arkansas" "US" 825 27 0 798
"824" "Arkansas" "US" 2766 0 0 2766
"825" "Arkansas" "US" 2785 76 0 2709
"826" "Arkansas" "US" 876 9 0 867
"827" "Arkansas" "US" 24231 235 0 23996
"828" "Arkansas" "US" 5572 75 0 5497
"829" "Arkansas" "US" 440 2 0 438
"830" "Arkansas" "US" 2715 51 0 2664
"831" "California" "US" 60125 732 0 59393
"832" "California" "US" 72 0 0 72
"833" "California" "US" 2811 26 0 2785
"834" "California" "US" 8552 111 0 8441
"835" "California" "US" 1425 22 0 1403
"836" "California" "US" 1565 9 0 1556
"837" "California" "US" 46618 389 0 46229
"838" "California" "US" 816 2 0 814
"839" "California" "US" 6800 33 0 6767
"840" "California" "US" 74816 711 0 74105
"841" "California" "US" 1707 18 0 1689
"842" "California" "US" 2031 23 0 2008
"843" "California" "US" 24028 446 0 23582
"844" "California" "US" 811 27 0 784
"845" "California" "US" 77875 542 0 77333
"846" "California" "US" 17711 110 0 17601
"847" "California" "US" 2144 26 0 2118
"848" "California" "US" 4972 12 0 4960
"849" "California" "US" 920177 12250 0 907927
"850" "California" "US" 12063 126 0 11937
"851" "California" "US" 10696 143 0 10553
"852" "California" "US" 322 4 0 318
"853" "California" "US" 2886 31 0 2855
"854" "California" "US" 21506 279 0 21227
"855" "California" "US" 360 3 0 357
"856" "California" "US" 969 4 0 965
"857" "California" "US" 32394 242 0 32152
"858" "California" "US" 6594 36 0 6558
"859" "California" "US" 2932 50 0 2882
"860" "California" "US" 191004 2091 0 188913
"861" "California" "US" 15609 159 0 15450
"862" "California" "US" 544 5 0 539
"863" "California" "US" 216076 2218 0 213858
"864" "California" "US" 74482 977 0 73505
"865" "California" "US" 4403 36 0 4367
"866" "California" "US" 228857 1531 0 227326
"867" "California" "US" 191888 1857 0 190031
"868" "California" "US" 26708 233 0 26475
"869" "California" "US" 51927 712 0 51215
"870" "California" "US" 13647 101 0 13546
"871" "California" "US" 28512 255 0 28257
"872" "California" "US" 20971 197 0 20774
"873" "California" "US" 83655 919 0 82736
"874" "California" "US" 10717 104 0 10613
"875" "California" "US" 8917 99 0 8818
"876" "California" "US" 63 0 0 63
"877" "California" "US" 1311 12 0 1299
"878" "California" "US" 22232 102 0 22130
"879" "California" "US" 21393 218 0 21175
"880" "California" "US" 38851 675 0 38176
"881" "California" "US" 7072 70 0 7002
"882" "California" "US" 3752 41 0 3711
"883" "California" "US" 292 4 0 288
"884" "California" "US" 37684 455 0 37229
"885" "California" "US" 3180 33 0 3147
"886" "California" "US" 0 0 0 0
"887" "California" "US" 51988 334 0 51654
"888" "California" "US" 9524 127 0 9397
"889" "California" "US" 4440 25 0 4415
"890" "Colorado" "US" 42730 545 0 42185
"891" "Colorado" "US" 1006 25 0 981
"892" "Colorado" "US" 41092 592 0 40500
"893" "Colorado" "US" 540 0 0 540
"894" "Colorado" "US" 206 1 0 205
"895" "Colorado" "US" 1229 17 0 1212
"896" "Colorado" "US" 15741 185 0 15556
"897" "Colorado" "US" 3030 68 0 2962
"898" "Colorado" "US" 1170 21 0 1149
"899" "Colorado" "US" 105 5 0 100
"900" "Colorado" "US" 317 2 0 315
"901" "Colorado" "US" 339 3 0 336
"902" "Colorado" "US" 170 2 0 168
"903" "Colorado" "US" 1685 14 0 1671
"904" "Colorado" "US" 154 0 0 154
"905" "Colorado" "US" 1907 32 0 1875
"906" "Colorado" "US" 51608 702 0 50906
"907" "Colorado" "US" 55 0 0 55
"908" "Colorado" "US" 17047 207 0 16840
"909" "Colorado" "US" 3692 16 0 3676
"910" "Colorado" "US" 44205 630 0 43575
"911" "Colorado" "US" 1062 11 0 1051
"912" "Colorado" "US" 4903 25 0 4878
"913" "Colorado" "US" 4300 35 0 4265
"914" "Colorado" "US" 134 2 0 132
"915" "Colorado" "US" 756 4 0 752
"916" "Colorado" "US" 787 6 0 781
"917" "Colorado" "US" 15 0 0 15
"918" "Colorado" "US" 283 17 0 266
"919" "Colorado" "US" 42 0 0 42
"920" "Colorado" "US" 31685 648 0 31037
"921" "Colorado" "US" 78 2 0 76
"922" "Colorado" "US" 457 10 0 447
"923" "Colorado" "US" 2443 29 0 2414
"924" "Colorado" "US" 461 0 0 461
"925" "Colorado" "US" 16204 169 0 16035
"926" "Colorado" "US" 821 7 0 814
"927" "Colorado" "US" 800 3 0 797
"928" "Colorado" "US" 3383 55 0 3328
"929" "Colorado" "US" 10128 152 0 9976
"930" "Colorado" "US" 50 1 0 49
"931" "Colorado" "US" 568 21 0 547
"932" "Colorado" "US" 1386 19 0 1367
"933" "Colorado" "US" 2418 38 0 2380
"934" "Colorado" "US" 2245 84 0 2161
"935" "Colorado" "US" 1720 54 0 1666
"936" "Colorado" "US" 166 3 0 163
"937" "Colorado" "US" 0 0 0 0
"938" "Colorado" "US" 435 5 0 430
"939" "Colorado" "US" 302 8 0 294
"940" "Colorado" "US" 1435 4 0 1431
"941" "Colorado" "US" 1052 20 0 1032
"942" "Colorado" "US" 13802 335 0 13467
"943" "Colorado" "US" 292 3 0 289
"944" "Colorado" "US" 500 8 0 492
"945" "Colorado" "US" 1168 18 0 1150
"946" "Colorado" "US" 272 4 0 268
"947" "Colorado" "US" 35 0 0 35
"948" "Colorado" "US" 431 0 0 431
"949" "Colorado" "US" 164 2 0 162
"950" "Colorado" "US" 2285 5 0 2280
"951" "Colorado" "US" 1060 11 0 1049
"952" "Colorado" "US" 27 0 0 27
"953" "Colorado" "US" 352 11 0 341
"954" "Colorado" "US" 21620 298 0 21322
"955" "Colorado" "US" 593 14 0 579
"956" "Connecticut" "US" 61285 1779 0 59506
"957" "Connecticut" "US" 51890 1921 0 49969
"958" "Connecticut" "US" 8239 239 0 8000
"959" "Connecticut" "US" 7483 277 0 7206
"960" "Connecticut" "US" 52278 1627 0 50651
"961" "Connecticut" "US" 12434 276 0 12158
"962" "Connecticut" "US" 5443 115 0 5328
"963" "Connecticut" "US" 770 1 0 769
"964" "Connecticut" "US" 6172 89 0 6083
"965" "Delaware" "US" 10471 180 0 10291
"966" "Delaware" "US" 37396 480 0 36916
"967" "Delaware" "US" 17252 312 0 16940
"968" "Delaware" "US" 154 0 0 154
"969" "Diamond Princess" "US" 49 0 0 49
"970" "District of Columbia" "US" 31791 817 0 30974
"971" "Florida" "US" 17614 139 0 17475
"972" "Florida" "US" 2681 38 0 2643
"973" "Florida" "US" 13207 227 0 12980
"974" "Florida" "US" 2380 24 0 2356
"975" "Florida" "US" 23944 557 0 23387
"976" "Florida" "US" 150371 1920 0 148451
"977" "Florida" "US" 1383 29 0 1354
"978" "Florida" "US" 8456 251 0 8205
"979" "Florida" "US" 7469 287 0 7182
"980" "Florida" "US" 13073 197 0 12876
"981" "Florida" "US" 24443 363 0 24080
"982" "Florida" "US" 6550 120 0 6430
"983" "Florida" "US" 3099 60 0 3039
"984" "Florida" "US" 1226 11 0 1215
"985" "Florida" "US" 70524 775 0 69749
"986" "Florida" "US" 25393 413 0 24980
"987" "Florida" "US" 4342 51 0 4291
"988" "Florida" "US" 1017 4 0 1013
"989" "Florida" "US" 4493 61 0 4432
"990" "Florida" "US" 1094 27 0 1067
"991" "Florida" "US" 807 11 0 796
"992" "Florida" "US" 1460 29 0 1431
"993" "Florida" "US" 1355 15 0 1340
"994" "Florida" "US" 2262 21 0 2241
"995" "Florida" "US" 3594 52 0 3542
"996" "Florida" "US" 8377 287 0 8090
"997" "Florida" "US" 5525 217 0 5308
"998" "Florida" "US" 86509 1121 0 85388
"999" "Florida" "US" 1882 30 0 1852
"1000" "Florida" "US" 8102 178 0 7924
"1001" "Florida" "US" 5046 121 0 4925
"1002" "Florida" "US" 1126 18 0 1108
"1003" "Florida" "US" 1463 21 0 1442
"1004" "Florida" "US" 17973 334 0 17639
"1005" "Florida" "US" 45282 714 0 44568
"1006" "Florida" "US" 22138 184 0 21954
"1007" "Florida" "US" 2155 22 0 2133
"1008" "Florida" "US" 861 14 0 847
"1009" "Florida" "US" 1647 34 0 1613
"1010" "Florida" "US" 24755 443 0 24312
"1011" "Florida" "US" 20537 504 0 20033
"1012" "Florida" "US" 8614 218 0 8396
"1013" "Florida" "US" 326607 4413 0 322194
"1014" "Florida" "US" 4696 36 0 4660
"1015" "Florida" "US" 5718 70 0 5648
"1016" "Florida" "US" 14233 248 0 13985
"1017" "Florida" "US" 2779 54 0 2725
"1018" "Florida" "US" 86634 778 0 85856
"1019" "Florida" "US" 28480 307 0 28173
"1020" "Florida" "US" 91711 1955 0 89756
"1021" "Florida" "US" 24942 406 0 24536
"1022" "Florida" "US" 50978 1128 0 49850
"1023" "Florida" "US" 42422 834 0 41588
"1024" "Florida" "US" 4549 86 0 4463
"1025" "Florida" "US" 12843 155 0 12688
"1026" "Florida" "US" 21223 541 0 20682
"1027" "Florida" "US" 20464 320 0 20144
"1028" "Florida" "US" 15329 123 0 15206
"1029" "Florida" "US" 16319 430 0 15889
"1030" "Florida" "US" 5975 122 0 5853
"1031" "Florida" "US" 4428 95 0 4333
"1032" "Florida" "US" 2158 28 0 2130
"1033" "Florida" "US" 3170 0 0 3170
"1034" "Florida" "US" 1556 66 0 1490
"1035" "Florida" "US" 25461 462 0 24999
"1036" "Florida" "US" 2453 26 0 2427
"1037" "Florida" "US" 5492 57 0 5435
"1038" "Florida" "US" 2161 30 0 2131
"1039" "Georgia" "US" 1826 45 0 1781
"1040" "Georgia" "US" 848 9 0 839
"1041" "Georgia" "US" 1163 25 0 1138
"1042" "Georgia" "US" 181 6 0 175
"1043" "Georgia" "US" 3487 76 0 3411
"1044" "Georgia" "US" 1364 21 0 1343
"1045" "Georgia" "US" 6192 74 0 6118
"1046" "Georgia" "US" 9177 133 0 9044
"1047" "Georgia" "US" 1693 49 0 1644
"1048" "Georgia" "US" 1284 30 0 1254
"1049" "Georgia" "US" 11337 267 0 11070
"1050" "Georgia" "US" 1120 37 0 1083
"1051" "Georgia" "US" 1151 22 0 1129
"1052" "Georgia" "US" 1048 32 0 1016
"1053" "Georgia" "US" 2188 21 0 2167
"1054" "Georgia" "US" 4865 61 0 4804
"1055" "Georgia" "US" 1753 24 0 1729
"1056" "Georgia" "US" 1958 50 0 1908
"1057" "Georgia" "US" 435 11 0 424
"1058" "Georgia" "US" 2768 22 0 2746
"1059" "Georgia" "US" 770 37 0 733
"1060" "Georgia" "US" 8273 133 0 8140
"1061" "Georgia" "US" 3953 42 0 3911
"1062" "Georgia" "US" 1113 20 0 1093
"1063" "Georgia" "US" 14995 251 0 14744
"1064" "Georgia" "US" 2240 3 0 2237
"1065" "Georgia" "US" 2037 49 0 1988
"1066" "Georgia" "US" 19484 137 0 19347
"1067" "Georgia" "US" 11215 70 0 11145
"1068" "Georgia" "US" 198 3 0 195
"1069" "Georgia" "US" 16113 243 0 15870
"1070" "Georgia" "US" 722 14 0 708
"1071" "Georgia" "US" 51194 610 0 50584
"1072" "Georgia" "US" 4488 101 0 4387
"1073" "Georgia" "US" 3461 55 0 3406
"1074" "Georgia" "US" 11578 112 0 11466
"1075" "Georgia" "US" 1397 28 0 1369
"1076" "Georgia" "US" 9419 88 0 9331
"1077" "Georgia" "US" 474 8 0 466
"1078" "Georgia" "US" 1511 43 0 1468
"1079" "Georgia" "US" 925 8 0 917
"1080" "Georgia" "US" 2047 18 0 2029
"1081" "Georgia" "US" 42619 546 0 42073
"1082" "Georgia" "US" 2194 54 0 2140
