"Province_State" "Country_Region" "Confirmed" "Deaths" "Recovered" "Active"
"1083" "Georgia" "US" 1688 68 0 1620
"1084" "Georgia" "US" 750 26 0 724
"1085" "Georgia" "US" 5486 217 0 5269
"1086" "Georgia" "US" 9520 116 0 9404
"1087" "Georgia" "US" 871 42 0 829
"1088" "Georgia" "US" 393 4 0 389
"1089" "Georgia" "US" 2929 37 0 2892
"1090" "Georgia" "US" 1782 34 0 1748
"1091" "Georgia" "US" 2064 56 0 2008
"1092" "Georgia" "US" 734 14 0 720
"1093" "Georgia" "US" 1536 44 0 1492
"1094" "Georgia" "US" 5493 79 0 5414
"1095" "Georgia" "US" 8519 129 0 8390
"1096" "Georgia" "US" 12898 84 0 12814
"1097" "Georgia" "US" 2014 29 0 1985
"1098" "Georgia" "US" 64300 814 0 63486
"1099" "Georgia" "US" 2076 39 0 2037
"1100" "Georgia" "US" 192 6 0 186
"1101" "Georgia" "US" 5769 136 0 5633
"1102" "Georgia" "US" 5410 67 0 5343
"1103" "Georgia" "US" 1563 33 0 1530
"1104" "Georgia" "US" 1307 29 0 1278
"1105" "Georgia" "US" 65881 625 0 65256
"1106" "Georgia" "US" 4027 101 0 3926
"1107" "Georgia" "US" 20359 256 0 20103
"1108" "Georgia" "US" 747 48 0 699
"1109" "Georgia" "US" 2013 45 0 1968
"1110" "Georgia" "US" 1732 31 0 1701
"1111" "Georgia" "US" 1766 35 0 1731
"1112" "Georgia" "US" 638 12 0 626
"1113" "Georgia" "US" 15378 162 0 15216
"1114" "Georgia" "US" 9748 142 0 9606
"1115" "Georgia" "US" 735 20 0 715
"1116" "Georgia" "US" 6566 77 0 6489
"1117" "Georgia" "US" 990 14 0 976
"1118" "Georgia" "US" 1377 37 0 1340
"1119" "Georgia" "US" 1445 41 0 1404
"1120" "Georgia" "US" 627 34 0 593
"1121" "Georgia" "US" 866 34 0 832
"1122" "Georgia" "US" 1377 24 0 1353
"1123" "Georgia" "US" 1397 35 0 1362
"1124" "Georgia" "US" 581 10 0 571
"1125" "Georgia" "US" 4312 123 0 4189
"1126" "Georgia" "US" 1825 35 0 1790
"1127" "Georgia" "US" 2114 31 0 2083
"1128" "Georgia" "US" 490 13 0 477
"1129" "Georgia" "US" 551 5 0 546
"1130" "Georgia" "US" 9270 143 0 9127
"1131" "Georgia" "US" 2174 24 0 2150
"1132" "Georgia" "US" 559 16 0 543
"1133" "Georgia" "US" 2187 26 0 2161
"1134" "Georgia" "US" 348 10 0 338
"1135" "Georgia" "US" 1578 28 0 1550
"1136" "Georgia" "US" 559 10 0 549
"1137" "Georgia" "US" 1308 20 0 1288
"1138" "Georgia" "US" 617 3 0 614
"1139" "Georgia" "US" 1539 54 0 1485
"1140" "Georgia" "US" 1791 67 0 1724
"1141" "Georgia" "US" 709 11 0 698
"1142" "Georgia" "US" 1318 10 0 1308
"1143" "Georgia" "US" 3398 44 0 3354
"1144" "Georgia" "US" 11067 212 0 10855
"1145" "Georgia" "US" 6680 132 0 6548
"1146" "Georgia" "US" 2719 43 0 2676
"1147" "Georgia" "US" 1069 16 0 1053
"1148" "Georgia" "US" 27466 361 0 27105
"1149" "Georgia" "US" 10047 120 0 9927
"1150" "Georgia" "US" 1802 33 0 1769
"1151" "Georgia" "US" 2190 22 0 2168
"1152" "Georgia" "US" 1845 34 0 1811
"1153" "Georgia" "US" 1522 23 0 1499
"1154" "Georgia" "US" 3948 48 0 3900
"1155" "Georgia" "US" 688 30 0 658
"1156" "Georgia" "US" 1524 34 0 1490
"1157" "Georgia" "US" 116 1 0 115
"1158" "Georgia" "US" 1283 22 0 1261
"1159" "Georgia" "US" 455 31 0 424
"1160" "Georgia" "US" 16772 278 0 16494
"1161" "Georgia" "US" 4627 83 0 4544
"1162" "Georgia" "US" 246 2 0 244
"1163" "Georgia" "US" 672 15 0 657
"1164" "Georgia" "US" 740 12 0 728
"1165" "Georgia" "US" 4146 103 0 4043
"1166" "Georgia" "US" 2447 54 0 2393
"1167" "Georgia" "US" 704 17 0 687
"1168" "Georgia" "US" 1908 76 0 1832
"1169" "Georgia" "US" 346 10 0 336
"1170" "Georgia" "US" 74 0 0 74
"1171" "Georgia" "US" 1684 38 0 1646
"1172" "Georgia" "US" 591 15 0 576
"1173" "Georgia" "US" 932 39 0 893
"1174" "Georgia" "US" 613 35 0 578
"1175" "Georgia" "US" 3255 88 0 3167
"1176" "Georgia" "US" 3966 84 0 3882
"1177" "Georgia" "US" 2656 72 0 2584
"1178" "Georgia" "US" 879 37 0 842
"1179" "Georgia" "US" 602 16 0 586
"1180" "Georgia" "US" 5561 132 0 5429
"1181" "Georgia" "US" 764 26 0 738
"1182" "Georgia" "US" 497 20 0 477
"1183" "Georgia" "US" 4362 9 0 4353
"1184" "Georgia" "US" 1616 46 0 1570
"1185" "Georgia" "US" 2591 84 0 2507
"1186" "Georgia" "US" 4683 60 0 4623
"1187" "Georgia" "US" 6674 93 0 6581
"1188" "Georgia" "US" 3665 88 0 3577
"1189" "Georgia" "US" 336 9 0 327
"1190" "Georgia" "US" 1541 46 0 1495
"1191" "Georgia" "US" 2449 52 0 2397
"1192" "Georgia" "US" 104 2 0 102
"1193" "Georgia" "US" 527 20 0 507
"1194" "Georgia" "US" 2411 43 0 2368
"1195" "Georgia" "US" 13131 137 0 12994
"1196" "Georgia" "US" 640 38 0 602
"1197" "Georgia" "US" 710 11 0 699
"1198" "Georgia" "US" 705 18 0 687
"1199" "Georgia" "US" 1348 41 0 1307
"1200" "Grand Princess" "US" 103 3 0 100
"1201" "Guam" "US" 7399 124 0 7275
"1202" "Hawaii" "US" 2029 45 0 1984
"1203" "Hawaii" "US" 19345 242 0 19103
"1204" "Hawaii" "US" 167 1 0 166
"1205" "Hawaii" "US" 1759 18 0 1741
"1206" "Hawaii" "US" 286 2 0 284
"1207" "Hawaii" "US" 0 0 0 0
"1208" "Idaho" "US" 40790 374 0 40416
"1209" "Idaho" "US" 287 3 0 284
"1210" "Idaho" "US" 6785 69 0 6716
"1211" "Idaho" "US" 298 2 0 296
"1212" "Idaho" "US" 484 5 0 479
"1213" "Idaho" "US" 3849 53 0 3796
"1214" "Idaho" "US" 1625 13 0 1612
"1215" "Idaho" "US" 250 2 0 248
"1216" "Idaho" "US" 2205 17 0 2188
"1217" "Idaho" "US" 10814 119 0 10695
"1218" "Idaho" "US" 620 10 0 610
"1219" "Idaho" "US" 173 1 0 172
"1220" "Idaho" "US" 57 0 0 57
"1221" "Idaho" "US" 21826 233 0 21593
"1222" "Idaho" "US" 558 10 0 548
"1223" "Idaho" "US" 2657 23 0 2634
"1224" "Idaho" "US" 53 0 0 53
"1225" "Idaho" "US" 849 8 0 841
"1226" "Idaho" "US" 218 2 0 216
"1227" "Idaho" "US" 1403 10 0 1393
"1228" "Idaho" "US" 969 11 0 958
"1229" "Idaho" "US" 895 14 0 881
"1230" "Idaho" "US" 1502 22 0 1480
"1231" "Idaho" "US" 1187 20 0 1167
"1232" "Idaho" "US" 1084 15 0 1069
"1233" "Idaho" "US" 2157 15 0 2142
"1234" "Idaho" "US" 2320 16 0 2304
"1235" "Idaho" "US" 13948 131 0 13817
"1236" "Idaho" "US" 2266 6 0 2260
"1237" "Idaho" "US" 470 9 0 461
"1238" "Idaho" "US" 353 5 0 348
"1239" "Idaho" "US" 449 9 0 440
"1240" "Idaho" "US" 5461 21 0 5440
"1241" "Idaho" "US" 2134 23 0 2111
"1242" "Idaho" "US" 3123 44 0 3079
"1243" "Idaho" "US" 269 2 0 267
"1244" "Idaho" "US" 929 21 0 908
"1245" "Idaho" "US" 2156 25 0 2131
"1246" "Idaho" "US" 555 5 0 550
"1247" "Idaho" "US" 890 29 0 861
"1248" "Idaho" "US" 816 3 0 813
"1249" "Idaho" "US" 8333 114 0 8219
"1250" "Idaho" "US" 0 0 0 0
"1251" "Idaho" "US" 551 4 0 547
"1252" "Idaho" "US" 1049 16 0 1033
"1253" "Illinois" "US" 7033 97 0 6936
"1254" "Illinois" "US" 365 7 0 358
"1255" "Illinois" "US" 1661 20 0 1641
"1256" "Illinois" "US" 5377 76 0 5301
"1257" "Illinois" "US" 560 11 0 549
"1258" "Illinois" "US" 2944 77 0 2867
"1259" "Illinois" "US" 416 4 0 412
"1260" "Illinois" "US" 1381 32 0 1349
"1261" "Illinois" "US" 1701 31 0 1670
"1262" "Illinois" "US" 14810 91 0 14719
"1263" "Illinois" "US" 2836 69 0 2767
"1264" "Illinois" "US" 1378 24 0 1354
"1265" "Illinois" "US" 1287 37 0 1250
"1266" "Illinois" "US" 4790 81 0 4709
"1267" "Illinois" "US" 4562 76 0 4486
"1268" "Illinois" "US" 417790 8760 0 409030
"1269" "Illinois" "US" 1685 32 0 1653
"1270" "Illinois" "US" 1023 26 0 997
"1271" "Illinois" "US" 1052 25 0 1027
"1272" "Illinois" "US" 7117 87 0 7030
"1273" "Illinois" "US" 1945 33 0 1912
"1274" "Illinois" "US" 66084 1107 0 64977
"1275" "Illinois" "US" 1402 49 0 1353
"1276" "Illinois" "US" 445 8 0 437
"1277" "Illinois" "US" 4169 65 0 4104
"1278" "Illinois" "US" 2816 52 0 2764
"1279" "Illinois" "US" 1327 46 0 1281
"1280" "Illinois" "US" 3665 64 0 3601
"1281" "Illinois" "US" 2481 47 0 2434
"1282" "Illinois" "US" 374 4 0 370
"1283" "Illinois" "US" 1205 41 0 1164
"1284" "Illinois" "US" 4167 54 0 4113
"1285" "Illinois" "US" 665 12 0 653
"1286" "Illinois" "US" 1422 32 0 1390
"1287" "Illinois" "US" 257 8 0 249
"1288" "Illinois" "US" 429 15 0 414
"1289" "Illinois" "US" 3887 71 0 3816
"1290" "Illinois" "US" 2503 53 0 2450
"1291" "Illinois" "US" 3942 67 0 3875
"1292" "Illinois" "US" 986 15 0 971
"1293" "Illinois" "US" 3209 95 0 3114
"1294" "Illinois" "US" 2100 47 0 2053
"1295" "Illinois" "US" 1430 24 0 1406
"1296" "Illinois" "US" 1166 15 0 1151
"1297" "Illinois" "US" 44090 651 0 43439
"1298" "Illinois" "US" 11146 171 0 10975
"1299" "Illinois" "US" 9165 76 0 9089
"1300" "Illinois" "US" 4365 135 0 4230
"1301" "Illinois" "US" 8955 240 0 8715
"1302" "Illinois" "US" 51027 857 0 50170
"1303" "Illinois" "US" 2079 29 0 2050
"1304" "Illinois" "US" 2885 69 0 2816
"1305" "Illinois" "US" 3390 64 0 3326
"1306" "Illinois" "US" 2941 54 0 2887
"1307" "Illinois" "US" 8448 175 0 8273
"1308" "Illinois" "US" 3574 91 0 3483
"1309" "Illinois" "US" 22953 433 0 22520
"1310" "Illinois" "US" 3829 111 0 3718
"1311" "Illinois" "US" 626 13 0 613
"1312" "Illinois" "US" 1126 39 0 1087
"1313" "Illinois" "US" 965 29 0 936
"1314" "Illinois" "US" 2063 48 0 2015
"1315" "Illinois" "US" 20603 233 0 20370
"1316" "Illinois" "US" 12611 146 0 12465
"1317" "Illinois" "US" 801 9 0 792
"1318" "Illinois" "US" 1138 26 0 1112
"1319" "Illinois" "US" 3407 62 0 3345
"1320" "Illinois" "US" 2634 34 0 2600
"1321" "Illinois" "US" 3153 86 0 3067
"1322" "Illinois" "US" 1319 27 0 1292
"1323" "Illinois" "US" 4440 66 0 4374
"1324" "Illinois" "US" 31 0 0 31
"1325" "Illinois" "US" 14289 223 0 14066
"1326" "Illinois" "US" 2500 60 0 2440
"1327" "Illinois" "US" 1124 14 0 1110
"1328" "Illinois" "US" 1499 43 0 1456
"1329" "Illinois" "US" 226 1 0 225
"1330" "Illinois" "US" 585 3 0 582
"1331" "Illinois" "US" 340 1 0 339
"1332" "Illinois" "US" 3558 62 0 3496
"1333" "Illinois" "US" 1467 40 0 1427
"1334" "Illinois" "US" 11514 291 0 11223
"1335" "Illinois" "US" 1947 48 0 1899
"1336" "Illinois" "US" 13963 223 0 13740
"1337" "Illinois" "US" 584 15 0 569
"1338" "Illinois" "US" 352 1 0 351
"1339" "Illinois" "US" 1893 34 0 1859
"1340" "Illinois" "US" 20972 392 0 20580
"1341" "Illinois" "US" 487 20 0 467
"1342" "Illinois" "US" 3408 72 0 3336
"1343" "Illinois" "US" 11382 233 0 11149
"1344" "Illinois" "US" 96 0 0 96
"1345" "Illinois" "US" 1883 32 0 1851
"1346" "Illinois" "US" 7043 98 0 6945
"1347" "Illinois" "US" 1126 14 0 1112
"1348" "Illinois" "US" 1555 42 0 1513
"1349" "Illinois" "US" 1371 25 0 1346
"1350" "Illinois" "US" 1436 42 0 1394
"1351" "Illinois" "US" 1273 29 0 1244
"1352" "Illinois" "US" 5082 170 0 4912
"1353" "Illinois" "US" 55872 835 0 55037
"1354" "Illinois" "US" 5887 111 0 5776
"1355" "Illinois" "US" 25397 396 0 25001
"1356" "Illinois" "US" 3031 62 0 2969
"1357" "Indiana" "US" 2853 35 0 2818
"1358" "Indiana" "US" 30665 524 0 30141
"1359" "Indiana" "US" 5989 91 0 5898
"1360" "Indiana" "US" 815 10 0 805
"1361" "Indiana" "US" 1036 22 0 1014
"1362" "Indiana" "US" 5090 65 0 5025
"1363" "Indiana" "US" 821 28 0 793
"1364" "Indiana" "US" 1473 15 0 1458
"1365" "Indiana" "US" 4550 56 0 4494
"1366" "Indiana" "US" 9614 122 0 9492
"1367" "Indiana" "US" 2067 32 0 2035
"1368" "Indiana" "US" 3528 37 0 3491
"1369" "Indiana" "US" 694 9 0 685
"1370" "Indiana" "US" 2487 70 0 2417
"1371" "Indiana" "US" 3270 62 0 3208
"1372" "Indiana" "US" 4301 41 0 4260
"1373" "Indiana" "US" 2317 80 0 2237
"1374" "Indiana" "US" 8397 128 0 8269
"1375" "Indiana" "US" 5192 68 0 5124
"1376" "Indiana" "US" 23613 332 0 23281
"1377" "Indiana" "US" 2347 46 0 2301
"1378" "Indiana" "US" 5765 104 0 5661
"1379" "Indiana" "US" 1702 25 0 1677
"1380" "Indiana" "US" 1359 30 0 1329
"1381" "Indiana" "US" 1529 29 0 1500
"1382" "Indiana" "US" 3346 55 0 3291
"1383" "Indiana" "US" 5549 108 0 5441
"1384" "Indiana" "US" 2231 58 0 2173
"1385" "Indiana" "US" 26769 292 0 26477
"1386" "Indiana" "US" 6001 88 0 5913
"1387" "Indiana" "US" 3055 39 0 3016
"1388" "Indiana" "US" 13070 230 0 12840
"1389" "Indiana" "US" 4705 61 0 4644
"1390" "Indiana" "US" 7473 131 0 7342
"1391" "Indiana" "US" 2737 55 0 2682
"1392" "Indiana" "US" 4026 45 0 3981
"1393" "Indiana" "US" 2686 32 0 2654
"1394" "Indiana" "US" 1582 21 0 1561
"1395" "Indiana" "US" 2362 38 0 2324
"1396" "Indiana" "US" 1836 34 0 1802
"1397" "Indiana" "US" 13717 269 0 13448
"1398" "Indiana" "US" 3137 39 0 3098
"1399" "Indiana" "US" 7616 75 0 7541
"1400" "Indiana" "US" 2177 60 0 2117
"1401" "Indiana" "US" 8300 150 0 8150
"1402" "Indiana" "US" 42763 649 0 42114
"1403" "Indiana" "US" 3643 67 0 3576
"1404" "Indiana" "US" 10015 200 0 9815
"1405" "Indiana" "US" 77884 1243 0 76641
"1406" "Indiana" "US" 4789 84 0 4705
"1407" "Indiana" "US" 672 13 0 659
"1408" "Indiana" "US" 2954 41 0 2913
"1409" "Indiana" "US" 8711 102 0 8609
"1410" "Indiana" "US" 3173 50 0 3123
"1411" "Indiana" "US" 4859 82 0 4777
"1412" "Indiana" "US" 867 19 0 848
"1413" "Indiana" "US" 4458 56 0 4402
"1414" "Indiana" "US" 438 7 0 431
"1415" "Indiana" "US" 1413 33 0 1380
"1416" "Indiana" "US" 1518 34 0 1484
"1417" "Indiana" "US" 1252 8 0 1244
"1418" "Indiana" "US" 1364 26 0 1338
"1419" "Indiana" "US" 1051 25 0 1026
"1420" "Indiana" "US" 13843 154 0 13689
"1421" "Indiana" "US" 2178 26 0 2152
"1422" "Indiana" "US" 921 35 0 886
"1423" "Indiana" "US" 2702 43 0 2659
"1424" "Indiana" "US" 2006 39 0 1967
"1425" "Indiana" "US" 2799 44 0 2755
"1426" "Indiana" "US" 1388 16 0 1372
"1427" "Indiana" "US" 2071 37 0 2034
"1428" "Indiana" "US" 3828 75 0 3753
"1429" "Indiana" "US" 1716 17 0 1699
"1430" "Indiana" "US" 25843 365 0 25478
"1431" "Indiana" "US" 1665 41 0 1624
"1432" "Indiana" "US" 2936 39 0 2897
"1433" "Indiana" "US" 1819 30 0 1789
"1434" "Indiana" "US" 574 5 0 569
"1435" "Indiana" "US" 16609 112 0 16497
"1436" "Indiana" "US" 1232 32 0 1200
"1437" "Indiana" "US" 0 372 0 -372
"1438" "Indiana" "US" 583 2 0 581
"1439" "Indiana" "US" 17539 207 0 17332
"1440" "Indiana" "US" 1391 33 0 1358
"1441" "Indiana" "US" 10095 166 0 9929
"1442" "Indiana" "US" 2791 45 0 2746
"1443" "Indiana" "US" 628 7 0 621
"1444" "Indiana" "US" 5996 90 0 5906
"1445" "Indiana" "US" 1641 16 0 1625
"1446" "Indiana" "US" 5676 151 0 5525
"1447" "Indiana" "US" 2180 45 0 2135
"1448" "Indiana" "US" 2561 38 0 2523
"1449" "Indiana" "US" 2769 23 0 2746
"1450" "Iowa" "US" 655 20 0 635
"1451" "Iowa" "US" 288 3 0 285
"1452" "Iowa" "US" 1241 26 0 1215
"1453" "Iowa" "US" 1048 37 0 1011
"1454" "Iowa" "US" 399 8 0 391
"1455" "Iowa" "US" 2050 41 0 2009
"1456" "Iowa" "US" 13294 225 0 13069
"1457" "Iowa" "US" 2089 15 0 2074
"1458" "Iowa" "US" 2362 47 0 2315
"1459" "Iowa" "US" 1538 19 0 1519
"1460" "Iowa" "US" 3851 28 0 3823
"1461" "Iowa" "US" 1405 23 0 1382
"1462" "Iowa" "US" 1206 9 0 1197
"1463" "Iowa" "US" 2484 32 0 2452
"1464" "Iowa" "US" 1102 40 0 1062
"1465" "Iowa" "US" 1454 19 0 1435
"1466" "Iowa" "US" 4516 64 0 4452
"1467" "Iowa" "US" 1328 25 0 1303
"1468" "Iowa" "US" 1089 11 0 1078
"1469" "Iowa" "US" 739 7 0 732
"1470" "Iowa" "US" 1621 17 0 1604
"1471" "Iowa" "US" 1477 47 0 1430
"1472" "Iowa" "US" 4352 61 0 4291
"1473" "Iowa" "US" 2242 22 0 2220
"1474" "Iowa" "US" 8488 67 0 8421
"1475" "Iowa" "US" 678 20 0 658
"1476" "Iowa" "US" 462 4 0 458
"1477" "Iowa" "US" 1689 35 0 1654
"1478" "Iowa" "US" 3717 38 0 3679
"1479" "Iowa" "US" 1808 21 0 1787
"1480" "Iowa" "US" 11087 142 0 10945
"1481" "Iowa" "US" 1079 29 0 1050
"1482" "Iowa" "US" 1519 22 0 1497
"1483" "Iowa" "US" 1343 36 0 1307
"1484" "Iowa" "US" 980 17 0 963
"1485" "Iowa" "US" 484 5 0 479
"1486" "Iowa" "US" 668 7 0 661
"1487" "Iowa" "US" 1167 21 0 1146
"1488" "Iowa" "US" 1001 23 0 978
"1489" "Iowa" "US" 1539 26 0 1513
"1490" "Iowa" "US" 1254 24 0 1230
"1491" "Iowa" "US" 1516 29 0 1487
"1492" "Iowa" "US" 1509 60 0 1449
"1493" "Iowa" "US" 2579 29 0 2550
"1494" "Iowa" "US" 796 18 0 778
"1495" "Iowa" "US" 1019 18 0 1001
"1496" "Iowa" "US" 725 30 0 695
"1497" "Iowa" "US" 1193 22 0 1171
"1498" "Iowa" "US" 1856 31 0 1825
"1499" "Iowa" "US" 3063 55 0 3008
"1500" "Iowa" "US" 1155 23 0 1132
"1501" "Iowa" "US" 11684 49 0 11635
"1502" "Iowa" "US" 2665 49 0 2616
"1503" "Iowa" "US" 828 25 0 803
"1504" "Iowa" "US" 1636 35 0 1601
"1505" "Iowa" "US" 3058 28 0 3030
"1506" "Iowa" "US" 17320 264 0 17056
"1507" "Iowa" "US" 1123 27 0 1096
"1508" "Iowa" "US" 635 8 0 627
"1509" "Iowa" "US" 1311 30 0 1281
"1510" "Iowa" "US" 1095 9 0 1086
"1511" "Iowa" "US" 1848 35 0 1813
"1512" "Iowa" "US" 2912 51 0 2861
"1513" "Iowa" "US" 4192 59 0 4133
"1514" "Iowa" "US" 1338 15 0 1323
"1515" "Iowa" "US" 1116 33 0 1083
"1516" "Iowa" "US" 594 16 0 578
"1517" "Iowa" "US" 769 18 0 751
"1518" "Iowa" "US" 813 22 0 791
"1519" "Iowa" "US" 3751 75 0 3676
"1520" "Iowa" "US" 1659 54 0 1605
"1521" "Iowa" "US" 628 9 0 619
"1522" "Iowa" "US" 1419 14 0 1405
"1523" "Iowa" "US" 877 9 0 868
"1524" "Iowa" "US" 3453 65 0 3388
"1525" "Iowa" "US" 762 11 0 751
"1526" "Iowa" "US" 43843 426 0 43417
"1527" "Iowa" "US" 8740 104 0 8636
"1528" "Iowa" "US" 1282 24 0 1258
"1529" "Iowa" "US" 402 9 0 393
"1530" "Iowa" "US" 1081 14 0 1067
"1531" "Iowa" "US" 14965 155 0 14810
"1532" "Iowa" "US" 988 26 0 962
"1533" "Iowa" "US" 4473 48 0 4425
"1534" "Iowa" "US" 8398 32 0 8366
"1535" "Iowa" "US" 1828 57 0 1771
"1536" "Iowa" "US" 581 9 0 572
"1537" "Iowa" "US" 848 0 0 848
"1538" "Iowa" "US" 1062 20 0 1042
"1539" "Iowa" "US" 479 12 0 467
"1540" "Iowa" "US" 3295 93 0 3202
"1541" "Iowa" "US" 4128 37 0 4091
"1542" "Iowa" "US" 2074 30 0 2044
"1543" "Iowa" "US" 411 21 0 390
"1544" "Iowa" "US" 4585 67 0 4518
"1545" "Iowa" "US" 1150 29 0 1121
"1546" "Iowa" "US" 1472 19 0 1453
"1547" "Iowa" "US" 12748 173 0 12575
"1548" "Iowa" "US" 574 3 0 571
"1549" "Iowa" "US" 1585 22 0 1563
"1550" "Kansas" "US" 750 11 0 739
"1551" "Kansas" "US" 651 2 0 649
"1552" "Kansas" "US" 1325 10 0 1315
"1553" "Kansas" "US" 317 3 0 314
"1554" "Kansas" "US" 2335 35 0 2300
"1555" "Kansas" "US" 1066 10 0 1056
"1556" "Kansas" "US" 1107 30 0 1077
"1557" "Kansas" "US" 5910 33 0 5877
"1558" "Kansas" "US" 217 3 0 214
"1559" "Kansas" "US" 207 3 0 204
"1560" "Kansas" "US" 1912 33 0 1879
"1561" "Kansas" "US" 312 10 0 302
"1562" "Kansas" "US" 205 5 0 200
"1563" "Kansas" "US" 668 20 0 648
"1564" "Kansas" "US" 886 22 0 864
"1565" "Kansas" "US" 548 13 0 535
"1566" "Kansas" "US" 149 8 0 141
"1567" "Kansas" "US" 2887 47 0 2840
"1568" "Kansas" "US" 3724 34 0 3690
"1569" "Kansas" "US" 237 8 0 229
"1570" "Kansas" "US" 1376 18 0 1358
"1571" "Kansas" "US" 792 7 0 785
"1572" "Kansas" "US" 6810 48 0 6762
"1573" "Kansas" "US" 229 8 0 221
"1574" "Kansas" "US" 136 0 0 136
"1575" "Kansas" "US" 3295 54 0 3241
"1576" "Kansas" "US" 1100 10 0 1090
"1577" "Kansas" "US" 4980 47 0 4933
"1578" "Kansas" "US" 5304 44 0 5260
"1579" "Kansas" "US" 2001 18 0 1983
"1580" "Kansas" "US" 2054 17 0 2037
"1581" "Kansas" "US" 341 22 0 319
"1582" "Kansas" "US" 216 3 0 213
"1583" "Kansas" "US" 881 14 0 867
"1584" "Kansas" "US" 511 9 0 502
"1585" "Kansas" "US" 97 1 0 96
"1586" "Kansas" "US" 467 6 0 461
"1587" "Kansas" "US" 194 0 0 194
"1588" "Kansas" "US" 456 18 0 438
"1589" "Kansas" "US" 2952 29 0 2923
"1590" "Kansas" "US" 379 2 0 377
"1591" "Kansas" "US" 166 5 0 161
"1592" "Kansas" "US" 1126 10 0 1116
"1593" "Kansas" "US" 1295 20 0 1275
"1594" "Kansas" "US" 168 3 0 165
"1595" "Kansas" "US" 42456 517 0 41939
"1596" "Kansas" "US" 517 10 0 507
"1597" "Kansas" "US" 588 10 0 578
"1598" "Kansas" "US" 194 2 0 192
"1599" "Kansas" "US" 2169 10 0 2159
"1600" "Kansas" "US" 112 6 0 106
"1601" "Kansas" "US" 5395 46 0 5349
"1602" "Kansas" "US" 227 2 0 225
"1603" "Kansas" "US" 607 3 0 604
"1604" "Kansas" "US" 279 6 0 273
"1605" "Kansas" "US" 3552 60 0 3492
"1606" "Kansas" "US" 778 8 0 770
"1607" "Kansas" "US" 821 21 0 800
"1608" "Kansas" "US" 2538 39 0 2499
"1609" "Kansas" "US" 413 6 0 407
"1610" "Kansas" "US" 2083 15 0 2068
"1611" "Kansas" "US" 466 4 0 462
"1612" "Kansas" "US" 2530 27 0 2503
"1613" "Kansas" "US" 439 17 0 422
"1614" "Kansas" "US" 212 8 0 204
"1615" "Kansas" "US" 1377 50 0 1327
"1616" "Kansas" "US" 1406 14 0 1392
"1617" "Kansas" "US" 327 15 0 312
"1618" "Kansas" "US" 1186 25 0 1161
"1619" "Kansas" "US" 932 12 0 920
"1620" "Kansas" "US" 223 1 0 222
"1621" "Kansas" "US" 450 8 0 442
"1622" "Kansas" "US" 1033 7 0 1026
"1623" "Kansas" "US" 611 14 0 597
"1624" "Kansas" "US" 1263 7 0 1256
"1625" "Kansas" "US" 719 21 0 698
"1626" "Kansas" "US" 315 7 0 308
"1627" "Kansas" "US" 7339 108 0 7231
"1628" "Kansas" "US" 596 11 0 585
"1629" "Kansas" "US" 890 4 0 886
"1630" "Kansas" "US" 5033 22 0 5011
"1631" "Kansas" "US" 556 9 0 547
"1632" "Kansas" "US" 365 8 0 357
"1633" "Kansas" "US" 758 20 0 738
"1634" "Kansas" "US" 4938 69 0 4869
"1635" "Kansas" "US" 558 16 0 542
"1636" "Kansas" "US" 43349 407 0 42942
"1637" "Kansas" "US" 3577 29 0 3548
"1638" "Kansas" "US" 12959 225 0 12734
"1639" "Kansas" "US" 394 9 0 385
"1640" "Kansas" "US" 552 9 0 543
"1641" "Kansas" "US" 231 1 0 230
"1642" "Kansas" "US" 296 9 0 287
"1643" "Kansas" "US" 162 5 0 157
"1644" "Kansas" "US" 534 6 0 528
"1645" "Kansas" "US" 1534 21 0 1513
"1646" "Kansas" "US" 969 11 0 958
"1647" "Kansas" "US" 332 5 0 327
"1648" "Kansas" "US" 0 153 0 -153
"1649" "Kansas" "US" 506 8 0 498
"1650" "Kansas" "US" 165 2 0 163
"1651" "Kansas" "US" 451 8 0 443
"1652" "Kansas" "US" 197 5 0 192
"1653" "Kansas" "US" 737 7 0 730
"1654" "Kansas" "US" 137 2 0 135
"1655" "Kansas" "US" 16576 201 0 16375
"1656" "Kentucky" "US" 1280 41 0 1239
"1657" "Kentucky" "US" 1325 17 0 1308
"1658" "Kentucky" "US" 1173 4 0 1169
"1659" "Kentucky" "US" 264 3 0 261
"1660" "Kentucky" "US" 2806 35 0 2771
"1661" "Kentucky" "US" 589 9 0 580
"1662" "Kentucky" "US" 2073 29 0 2044
"1663" "Kentucky" "US" 8739 45 0 8694
"1664" "Kentucky" "US" 1113 1 0 1112
"1665" "Kentucky" "US" 3622 31 0 3591
"1666" "Kentucky" "US" 2752 5 0 2747
"1667" "Kentucky" "US" 340 3 0 337
"1668" "Kentucky" "US" 717 3 0 714
"1669" "Kentucky" "US" 789 5 0 784
"1670" "Kentucky" "US" 4648 31 0 4617
"1671" "Kentucky" "US" 914 16 0 898
"1672" "Kentucky" "US" 990 16 0 974
"1673" "Kentucky" "US" 2644 29 0 2615
"1674" "Kentucky" "US" 5217 34 0 5183
"1675" "Kentucky" "US" 369 1 0 368
"1676" "Kentucky" "US" 676 7 0 669
"1677" "Kentucky" "US" 1528 11 0 1517
"1678" "Kentucky" "US" 875 26 0 849
"1679" "Kentucky" "US" 4931 56 0 4875
