"name","points","speed","dist","dist_points","note_points","id","round","wind_comp","gate_points"
"106486","ammann simon",82.8,91.2,99,13.2,48,"2021JP3046RLQ","qualification",21.6,0
"106487","contamine mathis",78.9,90.8,102,18.6,48,"2021JP3046RLQ","qualification",12.3,0
"106488","koudelka roman",74.6,91.7,93.5,3.3,45,"2021JP3046RLQ","qualification",26.3,0
"106489","larson casey",69.8,91.6,94,4.2,45.5,"2021JP3046RLQ","qualification",20.1,0
"106490","mankov ilya",62.5,91.4,95,6,43,"2021JP3046RLQ","qualification",13.5,0
"106491","cacina daniel andrei",47.5,91.3,83.5,-14.7,39.5,"2021JP3046RLQ","qualification",22.7,0
"106492","granerud halvor egner",150.5,94.1,133.5,75.3,55,"2021JP3047RL","1st round",30.5,-10.3
"106493","granerud halvor egner",160.9,93.4,138,83.4,54,"2021JP3047RL","final round",23.5,0
"106494","stoch kamil",150,93.1,134,76.2,57,"2021JP3047RL","1st round",21.9,-5.1
"106495","stoch kamil",159.2,93.1,134,76.2,56.5,"2021JP3047RL","final round",26.5,0
"106496","lanisek anze",148.5,93.4,137.5,82.5,57.5,"2021JP3047RL","1st round",13.6,-5.1
"106497","lanisek anze",154.2,93.3,133,74.4,55.5,"2021JP3047RL","final round",24.3,0
"106498","eisenbichler markus",141.3,93.9,133,74.4,54.5,"2021JP3047RL","1st round",22.7,-10.3
"106499","eisenbichler markus",160.4,93.7,138,83.4,55.5,"2021JP3047RL","final round",21.5,0
"106500","zyla piotr",138.5,93.6,128.5,66.3,54,"2021JP3047RL","1st round",23.3,-5.1
"106501","zyla piotr",148.3,93.6,131,70.8,55.5,"2021JP3047RL","final round",22,0
"106502","paschke pius",139.2,93.1,129,67.2,54,"2021JP3047RL","1st round",23.1,-5.1
"106503","paschke pius",146.6,93.5,132,72.6,54.5,"2021JP3047RL","final round",19.5,0
"106504","stekala andrzej",135.8,93.6,125,60,54,"2021JP3047RL","1st round",26.9,-5.1
"106505","stekala andrzej",148.6,93.6,131.5,71.7,55.5,"2021JP3047RL","final round",21.4,0
"106506","pavlovcic bor",135.8,93.6,134,76.2,55.5,"2021JP3047RL","1st round",9.2,-5.1
"106507","pavlovcic bor",148.5,93.9,130.5,69.9,54.5,"2021JP3047RL","final round",24.1,0
"106508","kubacki dawid",133.1,93.9,126,61.8,52.5,"2021JP3047RL","1st round",23.9,-5.1
"106509","kubacki dawid",149.5,94,132.5,73.5,54,"2021JP3047RL","final round",22,0
"106510","lindvik marius",133,93.1,126.5,62.7,53.5,"2021JP3047RL","1st round",21.9,-5.1
"106511","lindvik marius",149.5,93.2,129.5,68.1,54.5,"2021JP3047RL","final round",26.9,0
"106512","hamann martin",131.7,93.2,126.5,62.7,51.5,"2021JP3047RL","1st round",22.6,-5.1
"106513","hamann martin",150.2,93.5,133,74.4,51,"2021JP3047RL","final round",24.8,0
"106514","huber daniel",126.4,93.6,121,52.8,51.5,"2021JP3047RL","1st round",27.2,-5.1
"106515","huber daniel",153.4,93.7,129.5,68.1,54,"2021JP3047RL","final round",31.3,0
"106516","kobayashi ryoyu",128.5,93.5,124.5,59.1,52.5,"2021JP3047RL","1st round",22,-5.1
"106517","kobayashi ryoyu",150.2,93.4,132,72.6,55.5,"2021JP3047RL","final round",22.1,0
"106518","prevc peter",130.1,93.5,122.5,55.5,52,"2021JP3047RL","1st round",27.7,-5.1
"106519","prevc peter",144.2,93.5,133,74.4,54.5,"2021JP3047RL","final round",15.3,0
"106520","boyd-clowes mackenzie",128.6,93.4,119,49.2,51.5,"2021JP3047RL","1st round",33,-5.1
"106521","boyd-clowes mackenzie",145.5,93.6,131,70.8,55,"2021JP3047RL","final round",19.7,0
"106522","hayboeck michael",130.1,93.8,119.5,50.1,52,"2021JP3047RL","1st round",33.1,-5.1
"106523","hayboeck michael",142.4,93.8,132,72.6,53,"2021JP3047RL","final round",16.8,0
"106524","klimov evgeniy",127.9,93.5,121,52.8,52.5,"2021JP3047RL","1st round",27.7,-5.1
"106525","klimov evgeniy",139,93.4,124.5,59.1,51.5,"2021JP3047RL","final round",28.4,0
"106526","forfang johann andre",131.3,93.3,130,69,55.5,"2021JP3047RL","1st round",11.9,-5.1
"106527","forfang johann andre",132.5,93.3,123.5,57.3,52.5,"2021JP3047RL","final round",22.7,0
"106528","kobayashi junshiro",135.3,93.5,128,65.4,54.5,"2021JP3047RL","1st round",20.5,-5.1
"106529","kobayashi junshiro",128,93.6,122,54.6,51.5,"2021JP3047RL","final round",21.9,0
"106530","aalto antti",128.7,92.9,120.5,51.9,52.5,"2021JP3047RL","1st round",24.3,0
"106531","aalto antti",134.5,93.3,122.5,55.5,52.5,"2021JP3047RL","final round",26.5,0
"106532","bartol tilen",126.3,93,119,49.2,52,"2021JP3047RL","1st round",25.1,0
"106533","bartol tilen",130.7,93.5,117.5,46.5,51,"2021JP3047RL","final round",33.2,0
"106534","eriksen sander vossan",121.2,93.4,118.5,48.3,51.5,"2021JP3047RL","1st round",26.5,-5.1
"106535","eriksen sander vossan",134.8,93.4,127,63.6,52.5,"2021JP3047RL","final round",18.7,0
"106536","sato keiichi",129.1,93.2,127,63.6,54,"2021JP3047RL","1st round",16.6,-5.1
"106537","sato keiichi",125.6,93.2,119,49.2,51,"2021JP3047RL","final round",25.4,0
"106538","ito daiki",128.4,92.9,121,52.8,52.5,"2021JP3047RL","1st round",23.1,0
"106539","ito daiki",124,93.3,120.5,51.9,51,"2021JP3047RL","final round",21.1,0
"106540","zniszczol aleksander",129.6,93.3,127.5,64.5,54.5,"2021JP3047RL","1st round",15.7,-5.1
"106541","zniszczol aleksander",119.5,93.2,118,47.4,50.5,"2021JP3047RL","final round",21.6,0
"106542","lackner thomas",123.9,93.9,125,60,53,"2021JP3047RL","1st round",16,-5.1
"106543","lackner thomas",124.3,93.9,117,45.6,49.5,"2021JP3047RL","final round",29.2,0
"106544","deschwanden gregor",121.9,93.5,120,51,52.5,"2021JP3047RL","1st round",23.5,-5.1
"106545","deschwanden gregor",123.6,93.8,119.5,50.1,52,"2021JP3047RL","final round",21.5,0
"106546","schmid constantin",120.7,93.6,122,54.6,52.5,"2021JP3047RL","1st round",18.7,-5.1
"106547","schmid constantin",120,93.8,119,49.2,51.5,"2021JP3047RL","final round",19.3,0
"106548","aschenwald philipp",123.4,93.6,114,40.2,50.5,"2021JP3047RL","1st round",37.8,-5.1
"106549","aschenwald philipp",114.4,93.5,115,42,50,"2021JP3047RL","final round",22.4,0
"106550","schlierenzauer gregor",121.7,93.3,118.5,48.3,51.5,"2021JP3047RL","1st round",21.9,0
"106551","schlierenzauer gregor",101.2,93.6,110,33,49,"2021JP3047RL","final round",19.2,0
"106552","sato yukiya",117.8,93.4,116,43.8,50.5,"2021JP3047RL","1st round",28.6,-5.1
"106553","prevc domen",116.8,93.2,116.5,44.7,51.5,"2021JP3047RL","1st round",20.6,0
"106554","nakamura naoki",114.8,92.8,113,38.4,50,"2021JP3047RL","1st round",26.4,0
"106555","muranka klemens",111.3,93.2,115.5,42.9,50,"2021JP3047RL","1st round",23.5,-5.1
"106556","justin rok",110.9,93.2,112,36.6,49.5,"2021JP3047RL","1st round",24.8,0
"106557","fettner manuel",109.7,93.2,114.5,41.1,49.5,"2021JP3047RL","1st round",19.1,0
"106558","prevc cene",105.8,93,110.5,33.9,49.5,"2021JP3047RL","1st round",22.4,0
"106559","polasek viktor",104.1,92.4,108,29.4,49,"2021JP3047RL","1st round",25.7,0
"106560","ammann simon",102.6,92.5,111,34.8,50,"2021JP3047RL","1st round",17.8,0
"106561","bresadola giovanni",101.5,92.8,106,25.8,48,"2021JP3047RL","1st round",27.7,0
"106562","aigro artti",99.2,92.7,104,22.2,46.5,"2021JP3047RL","1st round",30.5,0
"106563","peter dominik",98.9,93.1,105.5,24.9,49,"2021JP3047RL","1st round",25,0
"106564","nazarov mikhail",96.4,93.5,104.5,23.1,43.5,"2021JP3047RL","1st round",34.9,-5.1
"106565","johansson robert",96.1,93.4,104,22.2,48,"2021JP3047RL","1st round",31,-5.1
"106566","tande daniel andre",89.8,93.4,104.5,23.1,45,"2021JP3047RL","1st round",26.8,-5.1
"106567","soukup matthew",86,93,103.5,21.3,48,"2021JP3047RL","1st round",16.7,0
"106568","kytosaho niko",86,92.9,100,15,43.5,"2021JP3047RL","1st round",27.5,0
"106569","larson casey",78.4,92.8,102,18.6,44.5,"2021JP3047RL","1st round",15.3,0
"106570","granerud halvor egner",156.2,91.1,140,87,57,"2021JP3050RLQ","qualification",8.4,3.8
"106571","kubacki dawid",150.4,91.5,139,85.2,57,"2021JP3050RLQ","qualification",4.4,3.8
"106572","lindvik marius",149.1,91.1,141,88.8,57,"2021JP3050RLQ","qualification",-0.5,3.8
"106573","huber daniel",145.2,91.3,142.5,91.5,54.5,"2021JP3050RLQ","qualification",-0.8,0
"106574","johansson robert",144.3,91.2,136.5,80.7,56,"2021JP3050RLQ","qualification",3.8,3.8
"106575","stekala andrzej",140.8,91.5,137.5,82.5,55,"2021JP3050RLQ","qualification",3.3,0
"106576","stoch kamil",139.9,90.4,133,74.4,57,"2021JP3050RLQ","qualification",4.7,3.8
"106577","paschke pius",137.6,91.1,136,79.8,56.5,"2021JP3050RLQ","qualification",1.3,0
"106578","wolny jakub",136.6,91,135,78,54,"2021JP3050RLQ","qualification",4.6,0
"106579","kraft stefan",135.5,91.5,130,69,55,"2021JP3050RLQ","qualification",11.5,0
"106580","geiger karl",134.6,91.7,131,70.8,54,"2021JP3050RLQ","qualification",6,3.8
"106581","tande daniel andre",133.1,91.2,131.5,71.7,54.5,"2021JP3050RLQ","qualification",6.9,0
"106582","forfang johann andre",132.7,91.1,132.5,73.5,55.5,"2021JP3050RLQ","qualification",3.7,0
"106583","eisenbichler markus",132.4,91.2,129,67.2,54,"2021JP3050RLQ","qualification",7.4,3.8
"106584","kobayashi ryoyu",132.4,91.3,133,74.4,54.5,"2021JP3050RLQ","qualification",3.5,0
"106585","aalto antti",131,91.4,130,69,53.5,"2021JP3050RLQ","qualification",8.5,0
"106586","lanisek anze",130.5,90.8,130,69,54,"2021JP3050RLQ","qualification",3.7,3.8
"106587","aschenwald philipp",130.5,91.7,129.5,68.1,53.5,"2021JP3050RLQ","qualification",8.9,0
"106588","zyla piotr",130,90.8,129.5,68.1,52.5,"2021JP3050RLQ","qualification",5.6,3.8
"106589","prevc peter",128.9,91.3,130,69,55.5,"2021JP3050RLQ","qualification",4.4,0
"106590","hamann martin",127.8,91.2,130,69,54,"2021JP3050RLQ","qualification",4.8,0
"106591","hayboeck michael",127.5,91.7,128.5,66.3,53.5,"2021JP3050RLQ","qualification",7.7,0
"106592","sato yukiya",126.7,90.6,131.5,71.7,52.5,"2021JP3050RLQ","qualification",-1.3,3.8
"106593","nakamura naoki",126.7,91.1,129.5,68.1,53.5,"2021JP3050RLQ","qualification",5.1,0
"106594","lackner thomas",125.9,91.3,128.5,66.3,53.5,"2021JP3050RLQ","qualification",6.1,0
"106595","zniszczol aleksander",125.3,91.1,127.5,64.5,54,"2021JP3050RLQ","qualification",6.8,0
"106596","boyd-clowes mackenzie",124.8,91.7,125.5,60.9,54,"2021JP3050RLQ","qualification",9.9,0
"106597","wasek pawel",124.4,91.6,125.5,60.9,54,"2021JP3050RLQ","qualification",9.5,0
"106598","zografski vladimir",124.4,90.7,128,65.4,54,"2021JP3050RLQ","qualification",5,0
"106599","nazarov mikhail",121.3,91,127,63.6,48,"2021JP3050RLQ","qualification",9.7,0
"106600","kobayashi junshiro",119.5,90.7,124.5,59.1,53.5,"2021JP3050RLQ","qualification",6.9,0
"106601","schmid constantin",118.6,91.7,122.5,55.5,53,"2021JP3050RLQ","qualification",10.1,0
"106602","aigro artti",118.2,90.9,126,61.8,52.5,"2021JP3050RLQ","qualification",3.9,0
"106603","kytosaho niko",116.2,91.3,125,60,51,"2021JP3050RLQ","qualification",5.2,0
"106604","sato keiichi",116,91,123,56.4,51,"2021JP3050RLQ","qualification",8.6,0
"106605","jelar ziga",116,91,122,54.6,52.5,"2021JP3050RLQ","qualification",8.9,0
"106606","prevc cene",115,91.3,121,52.8,52,"2021JP3050RLQ","qualification",10.2,0
"106607","deschwanden gregor",114.7,91.5,125,60,52.5,"2021JP3050RLQ","qualification",2.2,0
"106608","prevc domen",110.9,91.3,121,52.8,52.5,"2021JP3050RLQ","qualification",5.6,0
"106609","freund severin",110.3,91.2,121.5,53.7,52,"2021JP3050RLQ","qualification",4.6,0
"106610","polasek viktor",110.1,90.8,121.5,53.7,52.5,"2021JP3050RLQ","qualification",3.9,0
"106611","klimov evgeniy",108.5,90.8,119.5,50.1,52.5,"2021JP3050RLQ","qualification",5.9,0
"106612","schiffner markus",106.6,91.8,118.5,48.3,50.5,"2021JP3050RLQ","qualification",7.8,0
"106613","bresadola giovanni",105.9,90.8,119,49.2,52,"2021JP3050RLQ","qualification",4.7,0
"106614","foubert valentin",102,91.4,116,43.8,51.5,"2021JP3050RLQ","qualification",6.7,0
"106615","bartol tilen",101.3,91,116.5,44.7,51,"2021JP3050RLQ","qualification",5.6,0
"106616","steiner maximilian",99.7,90.9,117,45.6,51,"2021JP3050RLQ","qualification",3.1,0
"106617","insam alex",91.8,90.9,111.5,35.7,50.5,"2021JP3050RLQ","qualification",5.6,0
"106618","kozisek cestmir",91.4,91.2,114,40.2,47,"2021JP3050RLQ","qualification",4.2,0
"106619","contamine mathis",82.5,90.4,107.5,28.5,48,"2021JP3050RLQ","qualification",6,0
"106620","granerud halvor egner",151.6,91.2,140,87,57,"2021JP3051RL","1st round",7.6,0
"106621","granerud halvor egner",147.8,91.4,138,83.4,57,"2021JP3051RL","final round",7.4,0
"106622","tande daniel andre",146.7,91.4,138.5,84.3,56.5,"2021JP3051RL","1st round",5.9,0
"106623","tande daniel andre",150.3,91.6,138,83.4,57,"2021JP3051RL","final round",9.9,0
"106624","kraft stefan",145.6,91.3,138,83.4,56.5,"2021JP3051RL","1st round",5.7,0
"106625","kraft stefan",145.7,91.7,136,79.8,57,"2021JP3051RL","final round",8.9,0
"106626","eisenbichler markus",146.4,91.4,136.5,80.7,55.5,"2021JP3051RL","1st round",10.2,0
"106627","eisenbichler markus",142.3,91.8,135.5,78.9,54,"2021JP3051RL","final round",9.4,0
"106628","lindvik marius",142.7,91.6,133.5,75.3,56,"2021JP3051RL","1st round",11.4,0
"106629","lindvik marius",145.7,91.7,137,81.6,56.5,"2021JP3051RL","final round",7.6,0
"106630","kubacki dawid",141.8,91.5,134,76.2,55.5,"2021JP3051RL","1st round",10.1,0
"106631","kubacki dawid",145.2,92,137,81.6,55,"2021JP3051RL","final round",8.6,0
"106632","kobayashi ryoyu",140.2,91.2,135,78,55.5,"2021JP3051RL","1st round",6.7,0
"106633","kobayashi ryoyu",140.1,91.5,132.5,73.5,55,"2021JP3051RL","final round",11.6,0
"106634","sato yukiya",133.5,90.9,130,69,53.5,"2021JP3051RL","1st round",11,0
"106635","sato yukiya",145.7,91.1,136.5,80.7,54,"2021JP3051RL","final round",11,0
"106636","wolny jakub",141.5,91.4,136,79.8,53.5,"2021JP3051RL","1st round",8.2,0
"106637","wolny jakub",137,91.4,134,76.2,52,"2021JP3051RL","final round",8.8,0
"106638","huber daniel",131.1,91.3,129,67.2,54,"2021JP3051RL","1st round",9.9,0
"106639","huber daniel",144.9,91.7,138,83.4,56.5,"2021JP3051RL","final round",5,0
"106640","geiger karl",135.2,91.9,134,76.2,54,"2021JP3051RL","1st round",5,0
"106641","geiger karl",137.4,92.3,130.5,69.9,55,"2021JP3051RL","final round",12.5,0
"106642","paschke pius",132.2,91,130,69,55,"2021JP3051RL","1st round",8.2,0
"106643","paschke pius",140,91.6,133,74.4,55.5,"2021JP3051RL","final round",10.1,0
"106644","prevc peter",135,91.3,131,70.8,54,"2021JP3051RL","1st round",10.2,0
"106645","prevc peter",135.9,91.7,132,72.6,55.5,"2021JP3051RL","final round",7.8,0
"106646","hayboeck michael",128.8,91.8,128.5,66.3,53,"2021JP3051RL","1st round",9.5,0
"106647","hayboeck michael",141.1,92,134.5,77.1,55,"2021JP3051RL","final round",9,0
"106648","lanisek anze",137.4,91.3,133,74.4,54,"2021JP3051RL","1st round",9,0
"106649","lanisek anze",131.8,91.7,130.5,69.9,54.5,"2021JP3051RL","final round",7.4,0
"106650","zyla piotr",130.8,91.3,129,67.2,53,"2021JP3051RL","1st round",10.6,0
"106651","zyla piotr",135.8,91.2,131.5,71.7,53.5,"2021JP3051RL","final round",10.6,0
"106652","stoch kamil",124.5,90.6,123.5,57.3,54,"2021JP3051RL","1st round",13.2,0
"106653","stoch kamil",141.2,91,131,70.8,55.5,"2021JP3051RL","final round",14.9,0
"106654","nazarov mikhail",132.2,90.9,134.5,77.1,53.5,"2021JP3051RL","1st round",1.6,0
"106655","nazarov mikhail",130.2,91.3,131.5,71.7,53.5,"2021JP3051RL","final round",5,0
"106656","klimov evgeniy",130.2,90.9,134,76.2,54,"2021JP3051RL","1st round",0,0
"106657","klimov evgeniy",131.5,91.4,131,70.8,53,"2021JP3051RL","final round",7.7,0
"106658","johansson robert",129.3,91.2,129,67.2,54,"2021JP3051RL","1st round",8.1,0
"106659","johansson robert",130.3,91.7,129.5,68.1,55,"2021JP3051RL","final round",7.2,0
"106660","stekala andrzej",129.2,91.2,129.5,68.1,54,"2021JP3051RL","1st round",7.1,0
"106661","stekala andrzej",129.1,91.5,128,65.4,52.5,"2021JP3051RL","final round",11.2,0
"106662","nakamura naoki",126.9,90.9,129,67.2,52.5,"2021JP3051RL","1st round",7.2,0
"106663","nakamura naoki",126.4,91.2,129,67.2,52,"2021JP3051RL","final round",7.2,0
"106664","kobayashi junshiro",125.9,90.7,129.5,68.1,54,"2021JP3051RL","1st round",3.8,0
"106665","kobayashi junshiro",127.2,91.5,128.5,66.3,54,"2021JP3051RL","final round",6.9,0
"106666","freund severin",131.5,91.4,132.5,73.5,54.5,"2021JP3051RL","1st round",3.5,0
"106667","freund severin",120.6,91.5,126,61.8,50,"2021JP3051RL","final round",8.8,0
"106668","kytosaho niko",124.5,91.4,128.5,66.3,52.5,"2021JP3051RL","1st round",5.7,0
"106669","kytosaho niko",126.2,91.7,127,63.6,54,"2021JP3051RL","final round",8.6,0
"106670","jelar ziga",123.1,91,131.5,71.7,53,"2021JP3051RL","1st round",-1.6,0
"106671","jelar ziga",123.4,91.3,124.5,59.1,54,"2021JP3051RL","final round",10.3,0
"106672","aschenwald philipp",130,91.6,134.5,77.1,54,"2021JP3051RL","1st round",-1.1,0
"106673","aschenwald philipp",115.7,91.8,120.5,51.9,51,"2021JP3051RL","final round",12.8,0
"106674","zniszczol aleksander",122.7,90.9,128.5,66.3,53.5,"2021JP3051RL","1st round",2.9,0
"106675","zniszczol aleksander",117.7,91.2,121.5,53.7,51.5,"2021JP3051RL","final round",12.5,0
"106676","lackner thomas",123.4,91.2,127.5,64.5,52.5,"2021JP3051RL","1st round",6.4,0
"106677","lackner thomas",116.8,91.5,123,56.4,51.5,"2021JP3051RL","final round",8.9,0
"106678","wasek pawel",123.2,91.2,128,65.4,54.5,"2021JP3051RL","1st round",3.3,0
"106679","wasek pawel",113.8,91.4,120,51,52,"2021JP3051RL","final round",10.8,0
"106680","deschwanden gregor",119.9,91.4,129,67.2,51.5,"2021JP3051RL","1st round",1.2,0
"106681","schmid constantin",118.9,91.6,124.5,59.1,52.5,"2021JP3051RL","1st round",7.3,0
"106682","aalto antti",118.3,91.1,124.5,59.1,52,"2021JP3051RL","1st round",7.2,0
"106683","forfang johann andre",117.7,90.9,124.5,59.1,50.5,"2021JP3051RL","1st round",8.1,0
"106684","boyd-clowes mackenzie",117.2,91.4,122,54.6,52.5,"2021JP3051RL","1st round",10.1,0
"106685","prevc cene",117.1,91.2,123.5,57.3,52.5,"2021JP3051RL","1st round",7.3,0
"106686","bartol tilen",112.5,90.8,118.5,48.3,52,"2021JP3051RL","1st round",12.2,0
"106687","aigro artti",111.6,90.8,122.5,55.5,51,"2021JP3051RL","1st round",5.1,0
"106688","hamann martin",110.9,91.3,118,47.4,51,"2021JP3051RL","1st round",12.5,0
"106689","zografski vladimir",109.1,90.6,117.5,46.5,52,"2021JP3051RL","1st round",10.6,0
"106690","bresadola giovanni",105.2,90.6,118.5,48.3,51,"2021JP3051RL","1st round",5.9,0
"106691","prevc domen",97.8,91,115.5,42.9,50.5,"2021JP3051RL","1st round",4.4,0
"106692","schiffner markus",94.8,91.6,114,40.2,48.5,"2021JP3051RL","1st round",6.1,0
"106693","foubert valentin",92.9,91.4,110.5,33.9,50.5,"2021JP3051RL","1st round",8.5,0
"106694","sato keiichi",90.6,90.7,110,33,47,"2021JP3051RL","1st round",10.6,0
"106695","steiner maximilian",90.1,90.9,110,33,49,"2021JP3051RL","1st round",8.1,0
"106696","polasek viktor",89.3,90.8,110.5,33.9,49.5,"2021JP3051RL","1st round",5.9,0
"106697","kozisek cestmir",89.1,91.2,110.5,33.9,49.5,"2021JP3051RL","1st round",5.7,0
"106698","insam alex",84.9,90.7,105,24,49.5,"2021JP3051RL","1st round",11.4,0
"106699","contamine mathis",72.7,90,100.5,15.9,48,"2021JP3051RL","1st round",8.8,0
"106700","stoch kamil",138.6,89.2,139,85.2,58,"2021JP3052RL","1st round",-4.6,0
"106701","stoch kamil",143,88.9,144,94.2,58.5,"2021JP3052RL","final round",-9.7,0
"106702","granerud halvor egner",138.4,89.7,137.5,82.5,55.5,"2021JP3052RL","1st round",0.4,0
"106703","granerud halvor egner",139.2,89.6,138.5,84.3,57,"2021JP3052RL","final round",-2.1,0
"106704","zyla piotr",138.2,89.6,143,92.4,55.5,"2021JP3052RL","1st round",-9.7,0
"106705","zyla piotr",132.6,89.6,139.5,86.1,55,"2021JP3052RL","final round",-8.5,0
"106706","eisenbichler markus",133.7,90.1,138,83.4,56.5,"2021JP3052RL","1st round",-6.2,0
"106707","eisenbichler markus",135,89.8,139.5,86.1,57,"2021JP3052RL","final round",-8.1,0
"106708","stekala andrzej",137.3,90.5,143.5,93.3,56,"2021JP3052RL","1st round",-4.4,-7.6
"106709","stekala andrzej",127.9,89.7,134,76.2,55.5,"2021JP3052RL","final round",-3.8,0
"106710","johansson robert",128.7,90,133,74.4,55.5,"2021JP3052RL","1st round",-1.2,0
"106711","johansson robert",134.6,89.9,137,81.6,56,"2021JP3052RL","final round",-3,0
"106712","kubacki dawid",141.9,90,143,92.4,57,"2021JP3052RL","1st round",-7.5,0
"106713","kubacki dawid",120.4,89.9,128,65.4,54,"2021JP3052RL","final round",1,0
"106714","lindvik marius",126.6,89.8,131.5,71.7,55.5,"2021JP3052RL","1st round",-0.6,0
"106715","lindvik marius",132.6,89.6,135.5,78.9,56,"2021JP3052RL","final round",-2.3,0
"106716","kraft stefan",128.7,89.9,133.5,75.3,55.5,"2021JP3052RL","1st round",-2.1,0
"106717","kraft stefan",127,89.9,135.5,78.9,53,"2021JP3052RL","final round",-4.9,0
"106718","kobayashi ryoyu",121.9,89.7,130.5,69.9,54.5,"2021JP3052RL","1st round",-2.5,0
"106719","kobayashi ryoyu",130.5,89.9,135,78,55.5,"2021JP3052RL","final round",-3,0
"106720","wolny jakub",127.9,89.5,135,78,54,"2021JP3052RL","1st round",-4.1,0
"106721","wolny jakub",124.1,89.6,133,74.4,53,"2021JP3052RL","final round",-3.3,0
"106722","lanisek anze",121.3,89.4,130.5,69.9,54,"2021JP3052RL","1st round",-2.6,0
"106723","lanisek anze",126.4,89.8,134.5,77.1,56,"2021JP3052RL","final round",-6.7,0
"106724","forfang johann andre",108.1,89.9,126,61.8,53.5,"2021JP3052RL","1st round",0.4,-7.6
"106725","forfang johann andre",138.3,89.7,144,94.2,54,"2021JP3052RL","final round",-9.9,0
