"season","codex","hill_size_x","k.point","meter.value","gate.factor","wind.factor","id","training","place","gender","hill_size_y","team","type","date"
"920",2011,3203,NA,NA,NA,NA,NA,"2011JP3203RTRIA",1,"Notodden (NOR)","Women",98,0,1,"2010-12-18"
"921",2011,3203,NA,NA,NA,NA,NA,"2011JP3203RL",0,"Notodden (NOR)","Women",98,0,1,"2010-12-18"
"922",2011,3202,NA,NA,NA,NA,NA,"2011JP3202RTRIA",1,"Notodden (NOR)","Men",98,0,1,"2010-12-17"
"923",2011,3202,NA,NA,NA,NA,NA,"2011JP3202RLT",1,"Notodden (NOR)","Men",98,0,1,"2010-12-17"
"924",2011,3202,NA,NA,NA,NA,NA,"2011JP3202RL",0,"Notodden (NOR)","Men",98,0,1,"2010-12-17"
"925",2011,3201,NA,NA,NA,NA,NA,"2011JP3201RTRIA",1,"Notodden (NOR)","Women",98,0,1,"2010-12-17"
"926",2011,3201,NA,NA,NA,NA,NA,"2011JP3201RLT",1,"Notodden (NOR)","Women",98,0,1,"2010-12-17"
"927",2011,3201,NA,NA,NA,NA,NA,"2011JP3201RL",0,"Notodden (NOR)","Women",98,0,1,"2010-12-17"
"928",2011,3200,NA,NA,NA,NA,NA,"2011JP3200RTRIA",1,"Vikersund (NOR)","Men",117,0,1,"2010-12-10"
"929",2011,3200,NA,NA,NA,NA,NA,"2011JP3200RLT",1,"Vikersund (NOR)","Men",117,0,1,"2010-12-10"
"930",2011,3200,NA,NA,NA,NA,NA,"2011JP3200RL",0,"Vikersund (NOR)","Men",117,0,1,"2010-12-10"
"931",2011,3199,NA,NA,NA,NA,NA,"2011JP3199RTRIA",1,"Vikersund (NOR)","Women",117,0,1,"2010-12-12"
"932",2011,3199,NA,NA,NA,NA,NA,"2011JP3199RL",0,"Vikersund (NOR)","Women",117,0,1,"2010-12-12"
"933",2011,3198,NA,NA,NA,NA,NA,"2011JP3198RTRIA",1,"Vikersund (NOR)","Men",117,0,1,"2010-12-11"
"934",2011,3198,NA,NA,NA,NA,NA,"2011JP3198RL",0,"Vikersund (NOR)","Men",117,0,1,"2010-12-11"
"935",2011,3197,NA,NA,NA,NA,NA,"2011JP3197RTRIA",1,"Vikersund (NOR)","Women",117,0,1,"2010-12-11"
"936",2011,3197,NA,NA,NA,NA,NA,"2011JP3197RLT",1,"Vikersund (NOR)","Women",117,0,1,"2010-12-11"
"937",2011,3197,NA,NA,NA,NA,NA,"2011JP3197RL",0,"Vikersund (NOR)","Women",117,0,1,"2010-12-11"
"938",2011,3196,NA,NA,NA,NA,NA,"2011JP3196RTRIA",1,"Alpensia Resort (KOR)","Men",140,0,1,"2011-01-13"
"939",2011,3196,NA,NA,NA,NA,NA,"2011JP3196RL",0,"Alpensia Resort (KOR)","Men",140,0,1,"2011-01-13"
"940",2011,3195,NA,NA,NA,NA,NA,"2011JP3195RTRIA",1,"Alpensia Resort (KOR)","Men",140,0,1,"2011-01-12"
"941",2011,3195,NA,NA,NA,NA,NA,"2011JP3195RLT",1,"Alpensia Resort (KOR)","Men",140,0,1,"2011-01-12"
"942",2011,3195,NA,NA,NA,NA,NA,"2011JP3195RL",0,"Alpensia Resort (KOR)","Men",140,0,1,"2011-01-12"
"943",2011,3186,NA,NA,NA,NA,NA,"2011JP3186RTRIA",1,"Kuopio (FIN)","Men",127,0,1,"2011-03-06"
"944",2011,3186,NA,NA,NA,NA,NA,"2011JP3186RL",0,"Kuopio (FIN)","Men",127,0,1,"2011-03-06"
"945",2011,3185,NA,NA,NA,NA,NA,"2011JP3185RLT",1,"Kuopio (FIN)","Men",127,0,1,"2011-03-05"
"946",2011,3185,NA,NA,NA,NA,NA,"2011JP3185RL",0,"Kuopio (FIN)","Men",127,0,1,"2011-03-05"
"947",2011,3184,NA,NA,NA,NA,NA,"2011JP3184RTRIA",1,"Rovaniemi (FIN)","Men",100,0,1,"2010-12-08"
"948",2011,3184,NA,NA,NA,NA,NA,"2011JP3184RL",0,"Rovaniemi (FIN)","Men",100,0,1,"2010-12-08"
"949",2011,3183,NA,NA,NA,NA,NA,"2011JP3183RTRIA",1,"Rovaniemi (FIN)","Women",100,0,1,"2010-12-08"
"950",2011,3183,NA,NA,NA,NA,NA,"2011JP3183RL",0,"Rovaniemi (FIN)","Women",100,0,1,"2010-12-08"
"951",2011,3182,NA,NA,NA,NA,NA,"2011JP3182RTRIA",1,"Rovaniemi (FIN)","Men",100,0,1,"2010-12-07"
"952",2011,3182,NA,NA,NA,NA,NA,"2011JP3182RLT",1,"Rovaniemi (FIN)","Men",100,0,1,"2010-12-07"
"953",2011,3182,NA,NA,NA,NA,NA,"2011JP3182RL",0,"Rovaniemi (FIN)","Men",100,0,1,"2010-12-07"
"954",2011,3181,NA,NA,NA,NA,NA,"2011JP3181RTRIA",1,"Rovaniemi (FIN)","Women",100,0,1,"2010-12-07"
"955",2011,3181,NA,NA,NA,NA,NA,"2011JP3181RLT",1,"Rovaniemi (FIN)","Women",100,0,1,"2010-12-07"
"956",2011,3181,NA,NA,NA,NA,NA,"2011JP3181RL",0,"Rovaniemi (FIN)","Women",100,0,1,"2010-12-07"
"957",2011,3177,109,95,2,NA,NA,"2011JP3177RTRIA",1,"Erzurum (TUR)","Men",109,0,1,"2010-12-19"
"958",2011,3177,109,95,2,NA,NA,"2011JP3177RL",0,"Erzurum (TUR)","Men",109,0,1,"2010-12-19"
"959",2011,3176,109,95,2,NA,NA,"2011JP3176RLT",1,"Erzurum (TUR)","Men",109,0,1,"2010-12-18"
"960",2011,3176,109,95,2,NA,NA,"2011JP3176RL",0,"Erzurum (TUR)","Men",109,0,1,"2010-12-18"
"961",2011,3174,NA,NA,NA,NA,NA,"2011JP3174RTRIA",1,"Ramsau (AUT)","Men",98,0,1,"2011-02-20"
"962",2011,3174,NA,NA,NA,NA,NA,"2011JP3174RL",0,"Ramsau (AUT)","Men",98,0,1,"2011-02-20"
"963",2011,3173,NA,NA,NA,NA,NA,"2011JP3173RTRIA",1,"Ramsau (AUT)","Women",98,0,1,"2011-02-20"
"964",2011,3173,NA,NA,NA,NA,NA,"2011JP3173RL",0,"Ramsau (AUT)","Women",98,0,1,"2011-02-20"
"965",2011,3172,NA,NA,NA,NA,NA,"2011JP3172RTRIA",1,"Ramsau (AUT)","Men",98,0,1,"2011-02-19"
"966",2011,3172,NA,NA,NA,NA,NA,"2011JP3172RLT",1,"Ramsau (AUT)","Men",98,0,1,"2011-02-19"
"967",2011,3172,NA,NA,NA,NA,NA,"2011JP3172RL",0,"Ramsau (AUT)","Men",98,0,1,"2011-02-19"
"968",2011,3171,NA,NA,NA,NA,NA,"2011JP3171RTRIA",1,"Ramsau (AUT)","Women",98,0,1,"2011-02-19"
"969",2011,3171,NA,NA,NA,NA,NA,"2011JP3171RLT",1,"Ramsau (AUT)","Women",98,0,1,"2011-02-19"
"970",2011,3171,NA,NA,NA,NA,NA,"2011JP3171RL",0,"Ramsau (AUT)","Women",98,0,1,"2011-02-19"
"971",2011,3170,NA,NA,NA,NA,NA,"2011JP3170RTRIA",1,"Bischofshofen (AUT)","Men",140,0,1,"2011-01-30"
"972",2011,3170,NA,NA,NA,NA,NA,"2011JP3170RL",0,"Bischofshofen (AUT)","Men",140,0,1,"2011-01-30"
"973",2011,3169,NA,NA,NA,NA,NA,"2011JP3169RTRIA",1,"Bischofshofen (AUT)","Men",140,0,1,"2011-01-29"
"974",2011,3169,NA,NA,NA,NA,NA,"2011JP3169RLT",1,"Bischofshofen (AUT)","Men",140,0,1,"2011-01-29"
"975",2011,3169,NA,NA,NA,NA,NA,"2011JP3169RL",0,"Bischofshofen (AUT)","Men",140,0,1,"2011-01-29"
"976",2011,3165,NA,NA,NA,NA,NA,"2011JP3165RL",0,"Zao (JPN)","Men",100,0,1,"2011-03-10"
"977",2011,3164,NA,NA,NA,NA,NA,"2011JP3164RL",0,"Zao (JPN)","Men",100,0,1,"2011-03-10"
"978",2011,3162,NA,NA,NA,NA,NA,"2011JP3162RTRIA",1,"Zao (JPN)","Men",100,0,1,"2011-03-09"
"979",2011,3162,NA,NA,NA,NA,NA,"2011JP3162RLT",1,"Zao (JPN)","Men",100,0,1,"2011-03-09"
"980",2011,3162,NA,NA,NA,NA,NA,"2011JP3162RL",0,"Zao (JPN)","Men",100,0,1,"2011-03-09"
"981",2011,3161,NA,NA,NA,NA,NA,"2011JP3161RTRIA",1,"Zao (JPN)","Men",100,0,1,"2011-03-09"
"982",2011,3161,NA,NA,NA,NA,NA,"2011JP3161RLT",1,"Zao (JPN)","Men",100,0,1,"2011-03-09"
"983",2011,3161,NA,NA,NA,NA,NA,"2011JP3161RL",0,"Zao (JPN)","Men",100,0,1,"2011-03-09"
"984",2011,3160,NA,NA,NA,NA,NA,"2011JP3160RTRIA",1,"Zao (JPN)","Women",100,0,1,"2011-03-09"
"985",2011,3160,NA,NA,NA,NA,NA,"2011JP3160RLT",1,"Zao (JPN)","Women",100,0,1,"2011-03-09"
"986",2011,3160,NA,NA,NA,NA,NA,"2011JP3160RL",0,"Zao (JPN)","Women",100,0,1,"2011-03-09"
"987",2011,3155,NA,NA,NA,NA,NA,"2011JP3155RL",0,"Sapporo (JPN)","Men",134,0,1,"2011-01-09"
"988",2011,3154,NA,NA,NA,NA,NA,"2011JP3154RLT",1,"Sapporo (JPN)","Men",134,0,1,"2011-01-08"
"989",2011,3154,NA,NA,NA,NA,NA,"2011JP3154RL",0,"Sapporo (JPN)","Men",134,0,1,"2011-01-08"
"990",2011,3153,NA,NA,NA,NA,NA,"2011JP3153RTRIA",1,"Sapporo (JPN)","Men",134,0,1,"2011-01-08"
"991",2011,3153,NA,NA,NA,NA,NA,"2011JP3153RLT",1,"Sapporo (JPN)","Men",134,0,1,"2011-01-08"
"992",2011,3153,NA,NA,NA,NA,NA,"2011JP3153RL",0,"Sapporo (JPN)","Men",134,0,1,"2011-01-08"
"993",2011,3145,NA,NA,NA,NA,NA,"2011JP3145RTRIA",1,"Almaty (KAZ)","Men",105,0,1,"2010-09-26"
"994",2011,3145,NA,NA,NA,NA,NA,"2011JP3145RLT",1,"Almaty (KAZ)","Men",105,0,1,"2010-09-26"
"995",2011,3145,NA,NA,NA,NA,NA,"2011JP3145RL",0,"Almaty (KAZ)","Men",105,0,1,"2010-09-26"
"996",2011,3144,NA,NA,NA,NA,NA,"2011JP3144RTRIA",1,"Almaty (KAZ)","Men",140,0,1,"2010-09-25"
"997",2011,3144,NA,NA,NA,NA,NA,"2011JP3144RLT",1,"Almaty (KAZ)","Men",140,0,1,"2010-09-25"
"998",2011,3144,NA,NA,NA,NA,NA,"2011JP3144RL",0,"Almaty (KAZ)","Men",140,0,1,"2010-09-25"
"999",2011,3141,NA,NA,NA,NA,NA,"2011JP3141RTRIA",1,"Iron Mountain, MI (USA)","Men",133,0,1,"2011-02-13"
"1000",2011,3141,NA,NA,NA,NA,NA,"2011JP3141RL",0,"Iron Mountain, MI (USA)","Men",133,0,1,"2011-02-13"
"1001",2011,3140,NA,NA,NA,NA,NA,"2011JP3140RTRIA",1,"Iron Mountain, MI (USA)","Men",133,0,1,"2011-02-12"
"1002",2011,3140,NA,NA,NA,NA,NA,"2011JP3140RLT",1,"Iron Mountain, MI (USA)","Men",133,0,1,"2011-02-12"
"1003",2011,3140,NA,NA,NA,NA,NA,"2011JP3140RL",0,"Iron Mountain, MI (USA)","Men",133,0,1,"2011-02-12"
"1004",2011,3139,NA,NA,NA,NA,NA,"2011JP3139RTRIA",1,"Falun (SWE)","Men",98,0,1,"2010-09-26"
"1005",2011,3139,NA,NA,NA,NA,NA,"2011JP3139RL",0,"Falun (SWE)","Men",98,0,1,"2010-09-26"
"1006",2011,3138,NA,NA,NA,NA,NA,"2011JP3138RTRIA",1,"Falun (SWE)","Women",98,0,1,"2010-09-26"
"1007",2011,3138,NA,NA,NA,NA,NA,"2011JP3138RL",0,"Falun (SWE)","Women",98,0,1,"2010-09-26"
"1008",2011,3137,NA,NA,NA,NA,NA,"2011JP3137RTRIA",1,"Falun (SWE)","Men",98,0,1,"2010-09-25"
"1009",2011,3137,NA,NA,NA,NA,NA,"2011JP3137RLT",1,"Falun (SWE)","Men",98,0,1,"2010-09-25"
"1010",2011,3137,NA,NA,NA,NA,NA,"2011JP3137RL",0,"Falun (SWE)","Men",98,0,1,"2010-09-25"
"1011",2011,3136,NA,NA,NA,NA,NA,"2011JP3136RTRIA",1,"Falun (SWE)","Women",98,0,1,"2010-09-25"
"1012",2011,3136,NA,NA,NA,NA,NA,"2011JP3136RLT",1,"Falun (SWE)","Women",98,0,1,"2010-09-25"
"1013",2011,3136,NA,NA,NA,NA,NA,"2011JP3136RL",0,"Falun (SWE)","Women",98,0,1,"2010-09-25"
"1014",2011,3121,NA,NA,NA,NA,NA,"2011JP3121RTRIA",1,"Kranj (SLO)","Men",109,0,1,"2011-02-20"
"1015",2011,3121,NA,NA,NA,NA,NA,"2011JP3121RL",0,"Kranj (SLO)","Men",109,0,1,"2011-02-20"
"1016",2011,3120,NA,NA,NA,NA,NA,"2011JP3120RLT",1,"Kranj (SLO)","Men",109,0,1,"2011-02-19"
"1017",2011,3120,NA,NA,NA,NA,NA,"2011JP3120RL",0,"Kranj (SLO)","Men",109,0,1,"2011-02-19"
"1018",2011,3115,NA,NA,NA,NA,NA,"2011JP3115RTRIA",1,"Ljubno (SLO)","Women",95,0,1,"2011-01-23"
"1019",2011,3115,NA,NA,NA,NA,NA,"2011JP3115RL",0,"Ljubno (SLO)","Women",95,0,1,"2011-01-23"
"1020",2011,3114,NA,NA,NA,NA,NA,"2011JP3114RTRIA",1,"Ljubno (SLO)","Women",95,0,1,"2011-01-22"
"1021",2011,3114,NA,NA,NA,NA,NA,"2011JP3114RLT",1,"Ljubno (SLO)","Women",95,0,1,"2011-01-22"
"1022",2011,3114,NA,NA,NA,NA,NA,"2011JP3114RL",0,"Ljubno (SLO)","Women",95,0,1,"2011-01-22"
"1023",2011,3111,NA,NA,NA,NA,NA,"2011JP3111RTRIA",1,"Velenje (SLO)","Men",94,0,1,"2010-07-04"
"1024",2011,3111,NA,NA,NA,NA,NA,"2011JP3111RLT",1,"Velenje (SLO)","Men",94,0,1,"2010-07-04"
"1025",2011,3111,NA,NA,NA,NA,NA,"2011JP3111RL",0,"Velenje (SLO)","Men",94,0,1,"2010-07-04"
"1026",2011,3110,NA,NA,NA,NA,NA,"2011JP3110RTRIA",1,"Kranj (SLO)","Men",109,0,1,"2010-07-03"
"1027",2011,3110,NA,NA,NA,NA,NA,"2011JP3110RL",0,"Kranj (SLO)","Men",109,0,1,"2010-07-03"
"1028",2011,3109,NA,NA,NA,NA,NA,"2011JP3109RTRIA",1,"Kranj (SLO)","Men",109,0,1,"2010-07-02"
"1029",2011,3109,NA,NA,NA,NA,NA,"2011JP3109RLT",1,"Kranj (SLO)","Men",109,0,1,"2010-07-02"
"1030",2011,3109,NA,NA,NA,NA,NA,"2011JP3109RL",0,"Kranj (SLO)","Men",109,0,1,"2010-07-02"
"1031",2011,3108,NA,NA,NA,NA,NA,"2011JP3108RTRIA",1,"Wisla (POL)","Men",134,0,1,"2011-03-12"
"1032",2011,3107,NA,NA,NA,NA,NA,"2011JP3107RTRIA",1,"Wisla (POL)","Men",134,0,1,"2011-03-11"
"1033",2011,3107,NA,NA,NA,NA,NA,"2011JP3107RLT",1,"Wisla (POL)","Men",134,0,1,"2011-03-11"
"1034",2011,3107,NA,NA,NA,NA,NA,"2011JP3107RL",0,"Wisla (POL)","Men",134,0,1,"2011-03-11"
"1035",2011,3106,NA,NA,NA,NA,NA,"2011JP3106RTRIA",1,"Zakopane (POL)","Men",134,0,1,"2011-02-27"
"1036",2011,3106,NA,NA,NA,NA,NA,"2011JP3106RL",0,"Zakopane (POL)","Men",134,0,1,"2011-02-27"
"1037",2011,3105,NA,NA,NA,NA,NA,"2011JP3105RTRIA",1,"Zakopane (POL)","Men",134,0,1,"2011-02-26"
"1038",2011,3105,NA,NA,NA,NA,NA,"2011JP3105RLT",1,"Zakopane (POL)","Men",134,0,1,"2011-02-26"
"1039",2011,3105,NA,NA,NA,NA,NA,"2011JP3105RL",0,"Zakopane (POL)","Men",134,0,1,"2011-02-26"
"1040",2011,3104,NA,NA,NA,NA,NA,"2011JP3104RTRIA",1,"Zakopane (POL)","Women",94,0,1,"2011-02-13"
"1041",2011,3104,NA,NA,NA,NA,NA,"2011JP3104RL",0,"Zakopane (POL)","Women",94,0,1,"2011-02-13"
"1042",2011,3103,NA,NA,NA,NA,NA,"2011JP3103RTRIA",1,"Zakopane (POL)","Women",94,0,1,"2011-02-12"
"1043",2011,3103,NA,NA,NA,NA,NA,"2011JP3103RLT",1,"Zakopane (POL)","Women",94,0,1,"2011-02-12"
"1044",2011,3103,NA,NA,NA,NA,NA,"2011JP3103RL",0,"Zakopane (POL)","Women",94,0,1,"2011-02-12"
"1045",2011,3097,NA,NA,NA,NA,NA,"2011JP3097RTRIA",1,"Wisla (POL)","Men",134,0,1,"2010-10-03"
"1046",2011,3097,NA,NA,NA,NA,NA,"2011JP3097RL",0,"Wisla (POL)","Men",134,0,1,"2010-10-03"
"1047",2011,3096,NA,NA,NA,NA,NA,"2011JP3096RTRIA",1,"Wisla (POL)","Men",134,0,1,"2010-10-02"
"1048",2011,3096,NA,NA,NA,NA,NA,"2011JP3096RLT",1,"Wisla (POL)","Men",134,0,1,"2010-10-02"
"1049",2011,3096,NA,NA,NA,NA,NA,"2011JP3096RL",0,"Wisla (POL)","Men",134,0,1,"2010-10-02"
"1050",2011,3078,106,95,2,6.36,7,"2011JP3078RTRIA",1,"Oslo (NOR)","Men",106,0,1,"2010-09-19"
"1051",2011,3078,106,95,2,6.36,7,"2011JP3078RL",0,"Oslo (NOR)","Men",106,0,1,"2010-09-19"
"1052",2011,3077,106,95,2,6.36,7,"2011JP3077RTRIA",1,"Oslo (NOR)","Women",106,0,1,"2010-09-19"
"1053",2011,3077,106,95,2,6.36,7,"2011JP3077RL",0,"Oslo (NOR)","Women",106,0,1,"2010-09-19"
"1054",2011,3076,106,95,2,NA,NA,"2011JP3076RTRIA",1,"Oslo (NOR)","Men",106,0,1,"2010-09-18"
"1055",2011,3076,106,95,2,NA,NA,"2011JP3076RLT",1,"Oslo (NOR)","Men",106,0,1,"2010-09-18"
"1056",2011,3076,106,95,2,NA,NA,"2011JP3076RL",0,"Oslo (NOR)","Men",106,0,1,"2010-09-18"
"1057",2011,3075,106,95,2,NA,NA,"2011JP3075RTRIA",1,"Oslo (NOR)","Women",106,0,1,"2010-09-18"
"1058",2011,3075,106,95,2,NA,NA,"2011JP3075RLT",1,"Oslo (NOR)","Women",106,0,1,"2010-09-18"
"1059",2011,3075,106,95,2,NA,NA,"2011JP3075RL",0,"Oslo (NOR)","Women",106,0,1,"2010-09-18"
"1060",2011,3074,NA,NA,NA,NA,NA,"2011JP3074RTRIA",1,"Lillehammer (NOR)","Men",138,0,1,"2010-09-12"
"1061",2011,3074,NA,NA,NA,NA,NA,"2011JP3074RL",0,"Lillehammer (NOR)","Men",138,0,1,"2010-09-12"
"1062",2011,3073,NA,NA,NA,NA,NA,"2011JP3073RTRIA",1,"Lillehammer (NOR)","Women",100,0,1,"2010-09-12"
"1063",2011,3073,NA,NA,NA,NA,NA,"2011JP3073RL",0,"Lillehammer (NOR)","Women",100,0,1,"2010-09-12"
"1064",2011,3072,NA,NA,NA,NA,NA,"2011JP3072RTRIA",1,"Lillehammer (NOR)","Men",138,0,1,"2010-09-11"
"1065",2011,3072,NA,NA,NA,NA,NA,"2011JP3072RLT",1,"Lillehammer (NOR)","Men",138,0,1,"2010-09-11"
"1066",2011,3072,NA,NA,NA,NA,NA,"2011JP3072RL",0,"Lillehammer (NOR)","Men",138,0,1,"2010-09-11"
"1067",2011,3071,NA,NA,NA,NA,NA,"2011JP3071RTRIA",1,"Lillehammer (NOR)","Women",100,0,1,"2010-09-11"
"1068",2011,3071,NA,NA,NA,NA,NA,"2011JP3071RLT",1,"Lillehammer (NOR)","Women",100,0,1,"2010-09-11"
"1069",2011,3071,NA,NA,NA,NA,NA,"2011JP3071RL",0,"Lillehammer (NOR)","Women",100,0,1,"2010-09-11"
"1070",2011,3063,NA,NA,NA,NA,NA,"2011JP3063RL",0,"Brotterode (GER)","Men",117,0,1,"2011-02-06"
"1071",2011,3060,NA,NA,NA,NA,NA,"2011JP3060RLT",1,"Brotterode (GER)","Men",117,0,1,"2011-02-05"
"1072",2011,3060,NA,NA,NA,NA,NA,"2011JP3060RL",0,"Brotterode (GER)","Men",117,0,1,"2011-02-05"
"1073",2011,3059,NA,NA,NA,NA,NA,"2011JP3059RL",0,"Brotterode (GER)","Women",117,0,1,"2011-02-06"
"1074",2011,3057,NA,NA,NA,NA,NA,"2011JP3057RLT",1,"Brotterode (GER)","Women",117,0,1,"2011-02-05"
"1075",2011,3051,NA,NA,NA,NA,NA,"2011JP3051RL",0,"Neustadt (GER)","Men",142,0,1,"2011-01-23"
"1076",2011,3050,NA,NA,NA,NA,NA,"2011JP3050RTRIA",1,"Neustadt (GER)","Men",142,0,1,"2011-01-22"
"1077",2011,3050,NA,NA,NA,NA,NA,"2011JP3050RLT",1,"Neustadt (GER)","Men",142,0,1,"2011-01-22"
"1078",2011,3050,NA,NA,NA,NA,NA,"2011JP3050RL",0,"Neustadt (GER)","Men",142,0,1,"2011-01-22"
"1079",2011,3049,NA,NA,NA,NA,NA,"2011JP3049RTRIA",1,"Braunlage (GER)","Women",100,0,1,"2011-01-16"
"1080",2011,3049,NA,NA,NA,NA,NA,"2011JP3049RL",0,"Braunlage (GER)","Women",100,0,1,"2011-01-16"
"1081",2011,3048,NA,NA,NA,NA,NA,"2011JP3048RLT",1,"Braunlage (GER)","Women",100,0,1,"2011-01-15"
"1082",2011,3048,NA,NA,NA,NA,NA,"2011JP3048RL",0,"Braunlage (GER)","Women",100,0,1,"2011-01-15"
"1083",2011,3045,NA,NA,NA,NA,NA,"2011JP3045RLT",1,"Hinterzarten (GER)","Women",108,0,1,"2011-01-12"
"1084",2011,3045,NA,NA,NA,NA,NA,"2011JP3045RL",0,"Hinterzarten (GER)","Women",108,0,1,"2011-01-12"
"1085",2011,3044,106,95,2,6.36,7,"2011JP3044RLT",1,"Schonach (GER)","Women",106,0,1,"2011-01-08"
"1086",2011,3044,106,95,2,6.36,7,"2011JP3044RL",0,"Schonach (GER)","Women",106,0,1,"2011-01-08"
"1087",2011,3037,NA,NA,NA,NA,NA,"2011JP3037RTRIA",1,"Oberwiesenthal (GER)","Women",106,0,1,"2010-08-21"
"1088",2011,3037,NA,NA,NA,NA,NA,"2011JP3037RL",0,"Oberwiesenthal (GER)","Women",106,0,1,"2010-08-21"
"1089",2011,3036,NA,NA,NA,NA,NA,"2011JP3036RTRIA",1,"Oberwiesenthal (GER)","Women",106,0,1,"2010-08-20"
"1090",2011,3036,NA,NA,NA,NA,NA,"2011JP3036RLT",1,"Oberwiesenthal (GER)","Women",106,0,1,"2010-08-20"
"1091",2011,3036,NA,NA,NA,NA,NA,"2011JP3036RL",0,"Oberwiesenthal (GER)","Women",106,0,1,"2010-08-20"
"1092",2011,3034,NA,NA,NA,NA,NA,"2011JP3034RTRIA",1,"Bischofsgruen (GER)","Women",74,0,1,"2010-08-15"
"1093",2011,3034,NA,NA,NA,NA,NA,"2011JP3034RL",0,"Bischofsgruen (GER)","Women",74,0,1,"2010-08-15"
"1094",2011,3033,NA,NA,NA,NA,NA,"2011JP3033RTRIA",1,"Bischofsgruen (GER)","Women",74,0,1,"2010-08-14"
"1095",2011,3033,NA,NA,NA,NA,NA,"2011JP3033RLT",1,"Bischofsgruen (GER)","Women",74,0,1,"2010-08-14"
"1096",2011,3033,NA,NA,NA,NA,NA,"2011JP3033RL",0,"Bischofsgruen (GER)","Women",74,0,1,"2010-08-14"
"1097",2011,3029,NA,NA,NA,NA,NA,"2011JP3029RTRIA",1,"Garmisch-Partenkirchen (GER)","Men",140,0,1,"2010-07-10"
"1098",2011,3029,NA,NA,NA,NA,NA,"2011JP3029RL",0,"Garmisch-Partenkirchen (GER)","Men",140,0,1,"2010-07-10"
"1099",2011,3028,NA,NA,NA,NA,NA,"2011JP3028RLT",1,"Garmisch-Partenkirchen (GER)","Men",140,0,1,"2010-07-09"
"1100",2011,3028,NA,NA,NA,NA,NA,"2011JP3028RL",0,"Garmisch-Partenkirchen (GER)","Men",140,0,1,"2010-07-09"
"1101",2011,3026,NA,NA,NA,NA,NA,"2011JP3026RTRIA",1,"Courchevel (FRA)","Men",132,0,1,"2010-07-31"
"1102",2011,3026,NA,NA,NA,NA,NA,"2011JP3026RL",0,"Courchevel (FRA)","Men",132,0,1,"2010-07-31"
"1103",2011,3025,NA,NA,NA,NA,NA,"2011JP3025RTRIA",1,"Courchevel (FRA)","Men",132,0,1,"2010-07-30"
"1104",2011,3025,NA,NA,NA,NA,NA,"2011JP3025RLT",1,"Courchevel (FRA)","Men",132,0,1,"2010-07-30"
"1105",2011,3025,NA,NA,NA,NA,NA,"2011JP3025RL",0,"Courchevel (FRA)","Men",132,0,1,"2010-07-30"
"1106",2015,3945,108,95,2,NA,NA,"2015JP3945RTRIA",1,"Hinterzarten (GER)","Men",108,0,3,"2015-02-22"
"1107",2015,3945,108,95,2,NA,NA,"2015JP3945RL",0,"Hinterzarten (GER)","Men",108,0,3,"2015-02-22"
"1108",2015,3944,108,95,2,NA,NA,"2015JP3944RTRIA",1,"Hinterzarten (GER)","Women",108,0,3,"2015-02-22"
"1109",2015,3944,108,95,2,NA,NA,"2015JP3944RL",0,"Hinterzarten (GER)","Women",108,0,3,"2015-02-22"
"1110",2015,3943,108,95,2,NA,NA,"2015JP3943RTRIA",1,"Hinterzarten (GER)","Men",108,0,3,"2015-02-21"
"1111",2015,3943,108,95,2,NA,NA,"2015JP3943RLT",1,"Hinterzarten (GER)","Men",108,0,3,"2015-02-21"
"1112",2015,3943,108,95,2,NA,NA,"2015JP3943RL",0,"Hinterzarten (GER)","Men",108,0,3,"2015-02-21"
"1113",2015,3942,108,95,2,NA,NA,"2015JP3942RTRIA",1,"Hinterzarten (GER)","Women",108,0,3,"2015-02-21"
"1114",2015,3942,108,95,2,NA,NA,"2015JP3942RLT",1,"Hinterzarten (GER)","Women",108,0,3,"2015-02-21"
"1115",2015,3942,108,95,2,NA,NA,"2015JP3942RL",0,"Hinterzarten (GER)","Women",108,0,3,"2015-02-21"
"1116",2015,3938,100,90,2,NA,NA,"2015JP3938RTRIA",1,"Lake Placid, NY (USA)","Men",100,0,3,"2015-02-17"
"1117",2015,3938,100,90,2,NA,NA,"2015JP3938RLT",1,"Lake Placid, NY (USA)","Men",100,0,3,"2015-02-17"
"1118",2015,3938,100,90,2,NA,NA,"2015JP3938RL",0,"Lake Placid, NY (USA)","Men",100,0,3,"2015-02-17"
"1119",2015,3937,98,88,2,NA,NA,"2015JP3937RTRIA",1,"Brattleboro, VT (USA)","Men",101,0,3,"2015-02-15"
"1120",2015,3937,98,88,2,NA,NA,"2015JP3937RL",0,"Brattleboro, VT (USA)","Men",101,0,3,"2015-02-15"
"1121",2015,3936,98,88,2,NA,NA,"2015JP3936RTRIA",1,"Brattleboro, VT (USA)","Men",101,0,3,"2015-02-14"
"1122",2015,3936,98,88,2,NA,NA,"2015JP3936RLT",1,"Brattleboro, VT (USA)","Men",101,0,3,"2015-02-14"
"1123",2015,3936,98,88,2,NA,NA,"2015JP3936RL",0,"Brattleboro, VT (USA)","Men",101,0,3,"2015-02-14"
"1124",2015,3919,100,90,2,NA,NA,"2015JP3919RTRIA",1,"Strbske Pleso (SVK)","Men",100,0,3,"2014-12-20"
"1125",2015,3919,100,90,2,NA,NA,"2015JP3919RLT",1,"Strbske Pleso (SVK)","Men",100,0,3,"2014-12-20"
