"Province_State" "Country_Region" "Confirmed" "Deaths" "Recovered" "Active"
"1101" "Georgia" "US" 3762 60 0 3702
"1102" "Georgia" "US" 545 7 0 538
"1103" "Georgia" "US" 996 34 0 962
"1104" "Georgia" "US" 1048 40 0 1008
"1105" "Georgia" "US" 502 34 0 468
"1106" "Georgia" "US" 537 31 0 506
"1107" "Georgia" "US" 840 21 0 819
"1108" "Georgia" "US" 770 27 0 743
"1109" "Georgia" "US" 415 10 0 405
"1110" "Georgia" "US" 2758 116 0 2642
"1111" "Georgia" "US" 1050 33 0 1017
"1112" "Georgia" "US" 1623 30 0 1593
"1113" "Georgia" "US" 337 11 0 326
"1114" "Georgia" "US" 352 5 0 347
"1115" "Georgia" "US" 6764 128 0 6636
"1116" "Georgia" "US" 1372 20 0 1352
"1117" "Georgia" "US" 361 16 0 345
"1118" "Georgia" "US" 1287 19 0 1268
"1119" "Georgia" "US" 256 10 0 246
"1120" "Georgia" "US" 984 22 0 962
"1121" "Georgia" "US" 402 10 0 392
"1122" "Georgia" "US" 834 19 0 815
"1123" "Georgia" "US" 423 3 0 420
"1124" "Georgia" "US" 1028 51 0 977
"1125" "Georgia" "US" 1120 62 0 1058
"1126" "Georgia" "US" 438 10 0 428
"1127" "Georgia" "US" 867 8 0 859
"1128" "Georgia" "US" 2066 24 0 2042
"1129" "Georgia" "US" 7634 198 0 7436
"1130" "Georgia" "US" 4204 111 0 4093
"1131" "Georgia" "US" 1500 37 0 1463
"1132" "Georgia" "US" 598 14 0 584
"1133" "Georgia" "US" 19593 290 0 19303
"1134" "Georgia" "US" 5670 87 0 5583
"1135" "Georgia" "US" 1152 28 0 1124
"1136" "Georgia" "US" 1240 18 0 1222
"1137" "Georgia" "US" 1250 30 0 1220
"1138" "Georgia" "US" 879 17 0 862
"1139" "Georgia" "US" 2591 35 0 2556
"1140" "Georgia" "US" 469 28 0 441
"1141" "Georgia" "US" 1039 31 0 1008
"1142" "Georgia" "US" 85 1 0 84
"1143" "Georgia" "US" 662 12 0 650
"1144" "Georgia" "US" 371 31 0 340
"1145" "Georgia" "US" 11098 227 0 10871
"1146" "Georgia" "US" 2969 63 0 2906
"1147" "Georgia" "US" 182 2 0 180
"1148" "Georgia" "US" 505 15 0 490
"1149" "Georgia" "US" 561 12 0 549
"1150" "Georgia" "US" 2566 86 0 2480
"1151" "Georgia" "US" 1658 47 0 1611
"1152" "Georgia" "US" 633 17 0 616
"1153" "Georgia" "US" 1337 72 0 1265
"1154" "Georgia" "US" 241 8 0 233
"1155" "Georgia" "US" 43 0 0 43
"1156" "Georgia" "US" 1184 30 0 1154
"1157" "Georgia" "US" 418 13 0 405
"1158" "Georgia" "US" 667 30 0 637
"1159" "Georgia" "US" 432 33 0 399
"1160" "Georgia" "US" 2035 83 0 1952
"1161" "Georgia" "US" 2752 78 0 2674
"1162" "Georgia" "US" 1757 70 0 1687
"1163" "Georgia" "US" 604 33 0 571
"1164" "Georgia" "US" 390 15 0 375
"1165" "Georgia" "US" 4097 126 0 3971
"1166" "Georgia" "US" 474 25 0 449
"1167" "Georgia" "US" 275 19 0 256
"1168" "Georgia" "US" 2834 1 0 2833
"1169" "Georgia" "US" 1139 38 0 1101
"1170" "Georgia" "US" 1599 80 0 1519
"1171" "Georgia" "US" 2860 54 0 2806
"1172" "Georgia" "US" 3616 82 0 3534
"1173" "Georgia" "US" 2666 82 0 2584
"1174" "Georgia" "US" 226 8 0 218
"1175" "Georgia" "US" 1155 35 0 1120
"1176" "Georgia" "US" 1726 49 0 1677
"1177" "Georgia" "US" 62 2 0 60
"1178" "Georgia" "US" 426 19 0 407
"1179" "Georgia" "US" 1422 28 0 1394
"1180" "Georgia" "US" 8580 90 0 8490
"1181" "Georgia" "US" 411 28 0 383
"1182" "Georgia" "US" 486 10 0 476
"1183" "Georgia" "US" 466 18 0 448
"1184" "Georgia" "US" 792 38 0 754
"1185" "Grand Princess" "US" 103 3 0 100
"1186" "Guam" "US" 6959 113 0 6846
"1187" "Hawaii" "US" 1658 43 0 1615
"1188" "Hawaii" "US" 15893 199 0 15694
"1189" "Hawaii" "US" 120 1 0 119
"1190" "Hawaii" "US" 910 17 0 893
"1191" "Hawaii" "US" 261 2 0 259
"1192" "Hawaii" "US" 0 0 0 0
"1193" "Idaho" "US" 28075 265 0 27810
"1194" "Idaho" "US" 120 2 0 118
"1195" "Idaho" "US" 5049 36 0 5013
"1196" "Idaho" "US" 211 1 0 210
"1197" "Idaho" "US" 296 3 0 293
"1198" "Idaho" "US" 3034 30 0 3004
"1199" "Idaho" "US" 1384 7 0 1377
"1200" "Idaho" "US" 160 2 0 158
"1201" "Idaho" "US" 1186 8 0 1178
"1202" "Idaho" "US" 8286 74 0 8212
"1203" "Idaho" "US" 395 4 0 391
"1204" "Idaho" "US" 136 0 0 136
"1205" "Idaho" "US" 56 0 0 56
"1206" "Idaho" "US" 16729 154 0 16575
"1207" "Idaho" "US" 462 10 0 452
"1208" "Idaho" "US" 2252 18 0 2234
"1209" "Idaho" "US" 51 0 0 51
"1210" "Idaho" "US" 598 0 0 598
"1211" "Idaho" "US" 163 1 0 162
"1212" "Idaho" "US" 986 7 0 979
"1213" "Idaho" "US" 749 7 0 742
"1214" "Idaho" "US" 766 10 0 756
"1215" "Idaho" "US" 1105 6 0 1099
"1216" "Idaho" "US" 1027 10 0 1017
"1217" "Idaho" "US" 801 12 0 789
"1218" "Idaho" "US" 1702 11 0 1691
"1219" "Idaho" "US" 2006 14 0 1992
"1220" "Idaho" "US" 8468 86 0 8382
"1221" "Idaho" "US" 1822 3 0 1819
"1222" "Idaho" "US" 432 8 0 424
"1223" "Idaho" "US" 240 4 0 236
"1224" "Idaho" "US" 376 8 0 368
"1225" "Idaho" "US" 4487 9 0 4478
"1226" "Idaho" "US" 1819 18 0 1801
"1227" "Idaho" "US" 2481 37 0 2444
"1228" "Idaho" "US" 178 0 0 178
"1229" "Idaho" "US" 763 13 0 750
"1230" "Idaho" "US" 1751 16 0 1735
"1231" "Idaho" "US" 483 4 0 479
"1232" "Idaho" "US" 552 23 0 529
"1233" "Idaho" "US" 592 2 0 590
"1234" "Idaho" "US" 7172 99 0 7073
"1235" "Idaho" "US" 14 0 0 14
"1236" "Idaho" "US" 285 1 0 284
"1237" "Idaho" "US" 810 12 0 798
"1238" "Illinois" "US" 5056 57 0 4999
"1239" "Illinois" "US" 276 4 0 272
"1240" "Illinois" "US" 1192 12 0 1180
"1241" "Illinois" "US" 4187 40 0 4147
"1242" "Illinois" "US" 347 6 0 341
"1243" "Illinois" "US" 2317 55 0 2262
"1244" "Illinois" "US" 292 1 0 291
"1245" "Illinois" "US" 1156 27 0 1129
"1246" "Illinois" "US" 1114 24 0 1090
"1247" "Illinois" "US" 11698 69 0 11629
"1248" "Illinois" "US" 2039 47 0 1992
"1249" "Illinois" "US" 869 21 0 848
"1250" "Illinois" "US" 989 23 0 966
"1251" "Illinois" "US" 3617 65 0 3552
"1252" "Illinois" "US" 3536 64 0 3472
"1253" "Illinois" "US" 329003 6951 0 322052
"1254" "Illinois" "US" 1227 16 0 1211
"1255" "Illinois" "US" 724 21 0 703
"1256" "Illinois" "US" 681 18 0 663
"1257" "Illinois" "US" 5488 51 0 5437
"1258" "Illinois" "US" 1493 19 0 1474
"1259" "Illinois" "US" 50484 848 0 49636
"1260" "Illinois" "US" 952 17 0 935
"1261" "Illinois" "US" 263 4 0 259
"1262" "Illinois" "US" 3138 31 0 3107
"1263" "Illinois" "US" 2019 39 0 1980
"1264" "Illinois" "US" 854 25 0 829
"1265" "Illinois" "US" 2309 32 0 2277
"1266" "Illinois" "US" 1695 15 0 1680
"1267" "Illinois" "US" 220 3 0 217
"1268" "Illinois" "US" 929 34 0 895
"1269" "Illinois" "US" 3121 26 0 3095
"1270" "Illinois" "US" 433 4 0 429
"1271" "Illinois" "US" 1051 17 0 1034
"1272" "Illinois" "US" 166 2 0 164
"1273" "Illinois" "US" 325 3 0 322
"1274" "Illinois" "US" 2974 24 0 2950
"1275" "Illinois" "US" 1898 35 0 1863
"1276" "Illinois" "US" 2954 39 0 2915
"1277" "Illinois" "US" 727 12 0 715
"1278" "Illinois" "US" 2122 63 0 2059
"1279" "Illinois" "US" 1472 25 0 1447
"1280" "Illinois" "US" 1175 21 0 1154
"1281" "Illinois" "US" 802 10 0 792
"1282" "Illinois" "US" 34411 502 0 33909
"1283" "Illinois" "US" 9364 123 0 9241
"1284" "Illinois" "US" 6907 57 0 6850
"1285" "Illinois" "US" 3122 84 0 3038
"1286" "Illinois" "US" 6797 153 0 6644
"1287" "Illinois" "US" 40293 681 0 39612
"1288" "Illinois" "US" 1259 14 0 1245
"1289" "Illinois" "US" 2200 42 0 2158
"1290" "Illinois" "US" 2484 41 0 2443
"1291" "Illinois" "US" 1990 26 0 1964
"1292" "Illinois" "US" 6977 151 0 6826
"1293" "Illinois" "US" 2518 27 0 2491
"1294" "Illinois" "US" 16167 285 0 15882
"1295" "Illinois" "US" 2777 66 0 2711
"1296" "Illinois" "US" 457 7 0 450
"1297" "Illinois" "US" 792 26 0 766
"1298" "Illinois" "US" 702 9 0 693
"1299" "Illinois" "US" 1667 44 0 1623
"1300" "Illinois" "US" 15488 174 0 15314
"1301" "Illinois" "US" 9328 60 0 9268
"1302" "Illinois" "US" 547 2 0 545
"1303" "Illinois" "US" 838 13 0 825
"1304" "Illinois" "US" 2337 48 0 2289
"1305" "Illinois" "US" 1311 20 0 1291
"1306" "Illinois" "US" 2427 50 0 2377
"1307" "Illinois" "US" 1008 11 0 997
"1308" "Illinois" "US" 3196 49 0 3147
"1309" "Illinois" "US" 8 0 0 8
"1310" "Illinois" "US" 10217 146 0 10071
"1311" "Illinois" "US" 1254 33 0 1221
"1312" "Illinois" "US" 852 5 0 847
"1313" "Illinois" "US" 1099 32 0 1067
"1314" "Illinois" "US" 127 1 0 126
"1315" "Illinois" "US" 462 2 0 460
"1316" "Illinois" "US" 264 0 0 264
"1317" "Illinois" "US" 2504 28 0 2476
"1318" "Illinois" "US" 923 21 0 902
"1319" "Illinois" "US" 9191 170 0 9021
"1320" "Illinois" "US" 1220 29 0 1191
"1321" "Illinois" "US" 11071 121 0 10950
"1322" "Illinois" "US" 363 2 0 361
"1323" "Illinois" "US" 264 0 0 264
"1324" "Illinois" "US" 1524 27 0 1497
"1325" "Illinois" "US" 14887 279 0 14608
"1326" "Illinois" "US" 325 7 0 318
"1327" "Illinois" "US" 2671 42 0 2629
"1328" "Illinois" "US" 7775 130 0 7645
"1329" "Illinois" "US" 305 0 0 305
"1330" "Illinois" "US" 1296 29 0 1267
"1331" "Illinois" "US" 4424 63 0 4361
"1332" "Illinois" "US" 696 9 0 687
"1333" "Illinois" "US" 1197 23 0 1174
"1334" "Illinois" "US" 839 3 0 836
"1335" "Illinois" "US" 1012 35 0 977
"1336" "Illinois" "US" 694 12 0 682
"1337" "Illinois" "US" 4053 142 0 3911
"1338" "Illinois" "US" 42798 618 0 42180
"1339" "Illinois" "US" 4012 91 0 3921
"1340" "Illinois" "US" 20465 300 0 20165
"1341" "Illinois" "US" 2033 31 0 2002
"1342" "Indiana" "US" 2057 26 0 2031
"1343" "Indiana" "US" 21814 350 0 21464
"1344" "Indiana" "US" 4069 68 0 4001
"1345" "Indiana" "US" 496 3 0 493
"1346" "Indiana" "US" 694 18 0 676
"1347" "Indiana" "US" 3040 56 0 2984
"1348" "Indiana" "US" 461 6 0 455
"1349" "Indiana" "US" 868 13 0 855
"1350" "Indiana" "US" 3382 32 0 3350
"1351" "Indiana" "US" 6100 87 0 6013
"1352" "Indiana" "US" 1481 26 0 1455
"1353" "Indiana" "US" 2228 25 0 2203
"1354" "Indiana" "US" 394 2 0 392
"1355" "Indiana" "US" 1858 55 0 1803
"1356" "Indiana" "US" 2238 38 0 2200
"1357" "Indiana" "US" 2720 33 0 2687
"1358" "Indiana" "US" 1579 46 0 1533
"1359" "Indiana" "US" 5855 109 0 5746
"1360" "Indiana" "US" 2939 34 0 2905
"1361" "Indiana" "US" 19486 252 0 19234
"1362" "Indiana" "US" 1728 40 0 1688
"1363" "Indiana" "US" 3822 80 0 3742
"1364" "Indiana" "US" 1068 9 0 1059
"1365" "Indiana" "US" 856 28 0 828
"1366" "Indiana" "US" 1047 20 0 1027
"1367" "Indiana" "US" 2358 34 0 2324
"1368" "Indiana" "US" 3505 56 0 3449
"1369" "Indiana" "US" 1303 54 0 1249
"1370" "Indiana" "US" 16627 185 0 16442
"1371" "Indiana" "US" 3505 67 0 3438
"1372" "Indiana" "US" 1811 26 0 1785
"1373" "Indiana" "US" 7894 166 0 7728
"1374" "Indiana" "US" 2980 42 0 2938
"1375" "Indiana" "US" 4561 82 0 4479
"1376" "Indiana" "US" 1657 12 0 1645
"1377" "Indiana" "US" 2830 38 0 2792
"1378" "Indiana" "US" 1833 17 0 1816
"1379" "Indiana" "US" 1221 18 0 1203
"1380" "Indiana" "US" 1508 20 0 1488
"1381" "Indiana" "US" 1176 18 0 1158
"1382" "Indiana" "US" 8334 181 0 8153
"1383" "Indiana" "US" 2254 27 0 2227
"1384" "Indiana" "US" 5390 51 0 5339
"1385" "Indiana" "US" 1677 35 0 1642
"1386" "Indiana" "US" 5563 108 0 5455
"1387" "Indiana" "US" 31983 495 0 31488
"1388" "Indiana" "US" 2190 52 0 2138
"1389" "Indiana" "US" 6220 129 0 6091
"1390" "Indiana" "US" 51874 915 0 50959
"1391" "Indiana" "US" 3636 52 0 3584
"1392" "Indiana" "US" 425 6 0 419
"1393" "Indiana" "US" 2052 19 0 2033
"1394" "Indiana" "US" 6301 58 0 6243
"1395" "Indiana" "US" 1889 30 0 1859
"1396" "Indiana" "US" 2794 47 0 2747
"1397" "Indiana" "US" 661 16 0 645
"1398" "Indiana" "US" 3110 50 0 3060
"1399" "Indiana" "US" 266 7 0 259
"1400" "Indiana" "US" 836 28 0 808
"1401" "Indiana" "US" 808 12 0 796
"1402" "Indiana" "US" 801 6 0 795
"1403" "Indiana" "US" 936 21 0 915
"1404" "Indiana" "US" 639 21 0 618
"1405" "Indiana" "US" 9850 99 0 9751
"1406" "Indiana" "US" 1438 22 0 1416
"1407" "Indiana" "US" 546 21 0 525
"1408" "Indiana" "US" 1616 33 0 1583
"1409" "Indiana" "US" 1484 25 0 1459
"1410" "Indiana" "US" 1806 27 0 1779
"1411" "Indiana" "US" 715 8 0 707
"1412" "Indiana" "US" 1390 27 0 1363
"1413" "Indiana" "US" 2355 63 0 2292
"1414" "Indiana" "US" 1021 9 0 1012
"1415" "Indiana" "US" 19979 258 0 19721
"1416" "Indiana" "US" 1141 28 0 1113
"1417" "Indiana" "US" 1788 16 0 1772
"1418" "Indiana" "US" 1208 18 0 1190
"1419" "Indiana" "US" 311 5 0 306
"1420" "Indiana" "US" 10843 37 0 10806
"1421" "Indiana" "US" 717 27 0 690
"1422" "Indiana" "US" 0 298 0 -298
"1423" "Indiana" "US" 315 2 0 313
"1424" "Indiana" "US" 11551 139 0 11412
"1425" "Indiana" "US" 824 14 0 810
"1426" "Indiana" "US" 7102 113 0 6989
"1427" "Indiana" "US" 2072 27 0 2045
"1428" "Indiana" "US" 314 3 0 311
"1429" "Indiana" "US" 3844 76 0 3768
"1430" "Indiana" "US" 964 9 0 955
"1431" "Indiana" "US" 3831 101 0 3730
"1432" "Indiana" "US" 1540 39 0 1501
"1433" "Indiana" "US" 1632 24 0 1608
"1434" "Indiana" "US" 1732 17 0 1715
"1435" "Iowa" "US" 484 11 0 473
"1436" "Iowa" "US" 195 2 0 193
"1437" "Iowa" "US" 925 13 0 912
"1438" "Iowa" "US" 843 14 0 829
"1439" "Iowa" "US" 313 3 0 310
"1440" "Iowa" "US" 1789 24 0 1765
"1441" "Iowa" "US" 11453 156 0 11297
"1442" "Iowa" "US" 1515 12 0 1503
"1443" "Iowa" "US" 2056 14 0 2042
"1444" "Iowa" "US" 1263 10 0 1253
"1445" "Iowa" "US" 3217 14 0 3203
"1446" "Iowa" "US" 1098 12 0 1086
"1447" "Iowa" "US" 1104 7 0 1097
"1448" "Iowa" "US" 2076 26 0 2050
"1449" "Iowa" "US" 875 26 0 849
"1450" "Iowa" "US" 1186 15 0 1171
"1451" "Iowa" "US" 3835 52 0 3783
"1452" "Iowa" "US" 1006 4 0 1002
"1453" "Iowa" "US" 930 6 0 924
"1454" "Iowa" "US" 521 4 0 517
"1455" "Iowa" "US" 1295 7 0 1288
"1456" "Iowa" "US" 1194 11 0 1183
"1457" "Iowa" "US" 3556 48 0 3508
"1458" "Iowa" "US" 1853 16 0 1837
"1459" "Iowa" "US" 6806 60 0 6746
"1460" "Iowa" "US" 504 11 0 493
"1461" "Iowa" "US" 347 1 0 346
"1462" "Iowa" "US" 1500 22 0 1478
"1463" "Iowa" "US" 3109 23 0 3086
"1464" "Iowa" "US" 1483 12 0 1471
"1465" "Iowa" "US" 9656 101 0 9555
"1466" "Iowa" "US" 800 26 0 774
"1467" "Iowa" "US" 1131 12 0 1119
"1468" "Iowa" "US" 1155 24 0 1131
"1469" "Iowa" "US" 775 21 0 754
"1470" "Iowa" "US" 398 3 0 395
"1471" "Iowa" "US" 551 2 0 549
"1472" "Iowa" "US" 902 14 0 888
"1473" "Iowa" "US" 807 15 0 792
"1474" "Iowa" "US" 1212 15 0 1197
"1475" "Iowa" "US" 944 8 0 936
"1476" "Iowa" "US" 1258 12 0 1246
"1477" "Iowa" "US" 1164 33 0 1131
"1478" "Iowa" "US" 2002 8 0 1994
"1479" "Iowa" "US" 598 9 0 589
"1480" "Iowa" "US" 831 6 0 825
"1481" "Iowa" "US" 573 16 0 557
"1482" "Iowa" "US" 1027 14 0 1013
"1483" "Iowa" "US" 1548 17 0 1531
"1484" "Iowa" "US" 2382 47 0 2335
"1485" "Iowa" "US" 788 6 0 782
"1486" "Iowa" "US" 10010 41 0 9969
"1487" "Iowa" "US" 2409 19 0 2390
"1488" "Iowa" "US" 676 10 0 666
"1489" "Iowa" "US" 1230 9 0 1221
"1490" "Iowa" "US" 2357 21 0 2336
"1491" "Iowa" "US" 15034 173 0 14861
"1492" "Iowa" "US" 919 22 0 897
"1493" "Iowa" "US" 363 6 0 357
"1494" "Iowa" "US" 1089 10 0 1079
"1495" "Iowa" "US" 774 5 0 769
"1496" "Iowa" "US" 1371 29 0 1342
"1497" "Iowa" "US" 2176 25 0 2151
"1498" "Iowa" "US" 3653 51 0 3602
"1499" "Iowa" "US" 1132 10 0 1122
"1500" "Iowa" "US" 866 11 0 855
"1501" "Iowa" "US" 473 8 0 465
"1502" "Iowa" "US" 474 13 0 461
"1503" "Iowa" "US" 543 11 0 532
"1504" "Iowa" "US" 3159 73 0 3086
"1505" "Iowa" "US" 1398 32 0 1366
"1506" "Iowa" "US" 561 2 0 559
"1507" "Iowa" "US" 1218 5 0 1213
"1508" "Iowa" "US" 695 5 0 690
"1509" "Iowa" "US" 2978 45 0 2933
"1510" "Iowa" "US" 610 4 0 606
"1511" "Iowa" "US" 35868 357 0 35511
"1512" "Iowa" "US" 7044 82 0 6962
"1513" "Iowa" "US" 1052 14 0 1038
"1514" "Iowa" "US" 260 2 0 258
"1515" "Iowa" "US" 923 9 0 914
"1516" "Iowa" "US" 12228 99 0 12129
"1517" "Iowa" "US" 820 15 0 805
"1518" "Iowa" "US" 3906 29 0 3877
"1519" "Iowa" "US" 7140 25 0 7115
"1520" "Iowa" "US" 1589 42 0 1547
"1521" "Iowa" "US" 483 3 0 480
"1522" "Iowa" "US" 733 0 0 733
"1523" "Iowa" "US" 892 8 0 884
"1524" "Iowa" "US" 406 5 0 401
"1525" "Iowa" "US" 2740 72 0 2668
"1526" "Iowa" "US" 3081 17 0 3064
"1527" "Iowa" "US" 1536 16 0 1520
"1528" "Iowa" "US" 316 7 0 309
"1529" "Iowa" "US" 3834 42 0 3792
"1530" "Iowa" "US" 983 25 0 958
"1531" "Iowa" "US" 1112 14 0 1098
"1532" "Iowa" "US" 11001 140 0 10861
"1533" "Iowa" "US" 401 1 0 400
"1534" "Iowa" "US" 1342 8 0 1334
"1535" "Kansas" "US" 433 1 0 432
"1536" "Kansas" "US" 417 0 0 417
"1537" "Kansas" "US" 933 9 0 924
"1538" "Kansas" "US" 206 2 0 204
"1539" "Kansas" "US" 1782 13 0 1769
"1540" "Kansas" "US" 641 3 0 638
"1541" "Kansas" "US" 822 11 0 811
"1542" "Kansas" "US" 3732 13 0 3719
"1543" "Kansas" "US" 170 3 0 167
"1544" "Kansas" "US" 102 1 0 101
"1545" "Kansas" "US" 1240 9 0 1231
"1546" "Kansas" "US" 223 9 0 214
"1547" "Kansas" "US" 148 5 0 143
"1548" "Kansas" "US" 478 14 0 464
"1549" "Kansas" "US" 680 11 0 669
"1550" "Kansas" "US" 329 10 0 319
"1551" "Kansas" "US" 90 1 0 89
"1552" "Kansas" "US" 1783 10 0 1773
"1553" "Kansas" "US" 2601 18 0 2583
"1554" "Kansas" "US" 204 1 0 203
"1555" "Kansas" "US" 804 11 0 793
"1556" "Kansas" "US" 547 2 0 545
"1557" "Kansas" "US" 5113 27 0 5086
"1558" "Kansas" "US" 195 0 0 195
"1559" "Kansas" "US" 63 0 0 63
"1560" "Kansas" "US" 2630 28 0 2602
"1561" "Kansas" "US" 780 4 0 776
"1562" "Kansas" "US" 4929 29 0 4900
"1563" "Kansas" "US" 4747 13 0 4734
"1564" "Kansas" "US" 1178 17 0 1161
"1565" "Kansas" "US" 1134 5 0 1129
"1566" "Kansas" "US" 309 20 0 289
"1567" "Kansas" "US" 178 2 0 176
"1568" "Kansas" "US" 821 12 0 809
"1569" "Kansas" "US" 448 4 0 444
"1570" "Kansas" "US" 89 0 0 89
"1571" "Kansas" "US" 253 2 0 251
"1572" "Kansas" "US" 165 0 0 165
"1573" "Kansas" "US" 349 14 0 335
"1574" "Kansas" "US" 1975 17 0 1958
"1575" "Kansas" "US" 293 1 0 292
"1576" "Kansas" "US" 145 4 0 141
"1577" "Kansas" "US" 762 9 0 753
"1578" "Kansas" "US" 800 8 0 792
"1579" "Kansas" "US" 98 1 0 97
"1580" "Kansas" "US" 29272 309 0 28963
"1581" "Kansas" "US" 415 8 0 407
"1582" "Kansas" "US" 418 5 0 413
"1583" "Kansas" "US" 114 0 0 114
"1584" "Kansas" "US" 999 6 0 993
"1585" "Kansas" "US" 85 0 0 85
"1586" "Kansas" "US" 4001 32 0 3969
"1587" "Kansas" "US" 109 1 0 108
"1588" "Kansas" "US" 337 1 0 336
"1589" "Kansas" "US" 247 0 0 247
"1590" "Kansas" "US" 2812 50 0 2762
"1591" "Kansas" "US" 449 1 0 448
"1592" "Kansas" "US" 486 0 0 486
"1593" "Kansas" "US" 1679 10 0 1669
"1594" "Kansas" "US" 324 2 0 322
"1595" "Kansas" "US" 1143 3 0 1140
"1596" "Kansas" "US" 277 0 0 277
"1597" "Kansas" "US" 1269 6 0 1263
"1598" "Kansas" "US" 220 1 0 219
"1599" "Kansas" "US" 181 6 0 175
"1600" "Kansas" "US" 1154 24 0 1130
"1601" "Kansas" "US" 779 1 0 778
"1602" "Kansas" "US" 290 13 0 277
"1603" "Kansas" "US" 1122 24 0 1098
"1604" "Kansas" "US" 579 6 0 573
"1605" "Kansas" "US" 104 0 0 104
"1606" "Kansas" "US" 279 0 0 279
"1607" "Kansas" "US" 742 1 0 741
"1608" "Kansas" "US" 484 10 0 474
"1609" "Kansas" "US" 725 3 0 722
"1610" "Kansas" "US" 545 12 0 533
"1611" "Kansas" "US" 248 3 0 245
"1612" "Kansas" "US" 5541 59 0 5482
"1613" "Kansas" "US" 412 7 0 405
"1614" "Kansas" "US" 531 1 0 530
"1615" "Kansas" "US" 3905 16 0 3889
"1616" "Kansas" "US" 396 8 0 388
"1617" "Kansas" "US" 323 0 0 323
"1618" "Kansas" "US" 610 15 0 595
"1619" "Kansas" "US" 2786 31 0 2755
"1620" "Kansas" "US" 482 5 0 477
"1621" "Kansas" "US" 29764 172 0 29592
"1622" "Kansas" "US" 3101 13 0 3088
"1623" "Kansas" "US" 8568 148 0 8420
"1624" "Kansas" "US" 330 0 0 330
"1625" "Kansas" "US" 481 7 0 474
"1626" "Kansas" "US" 161 1 0 160
"1627" "Kansas" "US" 225 3 0 222
"1628" "Kansas" "US" 152 2 0 150
"1629" "Kansas" "US" 461 4 0 457
"1630" "Kansas" "US" 914 6 0 908
"1631" "Kansas" "US" 751 6 0 745
"1632" "Kansas" "US" 238 3 0 235
"1633" "Kansas" "US" 0 168 0 -168
"1634" "Kansas" "US" 330 2 0 328
"1635" "Kansas" "US" 143 0 0 143
"1636" "Kansas" "US" 346 7 0 339
"1637" "Kansas" "US" 162 2 0 160
"1638" "Kansas" "US" 370 4 0 366
"1639" "Kansas" "US" 78 0 0 78
"1640" "Kansas" "US" 12096 184 0 11912
"1641" "Kentucky" "US" 814 23 0 791
"1642" "Kentucky" "US" 805 14 0 791
"1643" "Kentucky" "US" 592 1 0 591
"1644" "Kentucky" "US" 178 2 0 176
"1645" "Kentucky" "US" 2158 34 0 2124
"1646" "Kentucky" "US" 356 1 0 355
"1647" "Kentucky" "US" 1374 20 0 1354
"1648" "Kentucky" "US" 5450 33 0 5417
"1649" "Kentucky" "US" 627 1 0 626
"1650" "Kentucky" "US" 2094 25 0 2069
"1651" "Kentucky" "US" 1220 0 0 1220
"1652" "Kentucky" "US" 194 3 0 191
"1653" "Kentucky" "US" 422 3 0 419
"1654" "Kentucky" "US" 471 4 0 467
"1655" "Kentucky" "US" 3220 22 0 3198
"1656" "Kentucky" "US" 627 16 0 611
"1657" "Kentucky" "US" 706 8 0 698
"1658" "Kentucky" "US" 1929 17 0 1912
"1659" "Kentucky" "US" 3298 21 0 3277
"1660" "Kentucky" "US" 224 1 0 223
"1661" "Kentucky" "US" 386 6 0 380
"1662" "Kentucky" "US" 856 5 0 851
"1663" "Kentucky" "US" 550 16 0 534
"1664" "Kentucky" "US" 3232 43 0 3189
"1665" "Kentucky" "US" 1079 12 0 1067
"1666" "Kentucky" "US" 1155 8 0 1147
"1667" "Kentucky" "US" 448 4 0 444
"1668" "Kentucky" "US" 263 3 0 260
"1669" "Kentucky" "US" 245 0 0 245
"1670" "Kentucky" "US" 4128 54 0 4074
"1671" "Kentucky" "US" 432 13 0 419
"1672" "Kentucky" "US" 677 1 0 676
"1673" "Kentucky" "US" 504 0 0 504
"1674" "Kentucky" "US" 19131 123 0 19008
"1675" "Kentucky" "US" 413 0 0 413
"1676" "Kentucky" "US" 1379 8 0 1371
"1677" "Kentucky" "US" 1632 17 0 1615
"1678" "Kentucky" "US" 314 4 0 310
"1679" "Kentucky" "US" 301 9 0 292
"1680" "Kentucky" "US" 705 4 0 701
"1681" "Kentucky" "US" 857 6 0 851
"1682" "Kentucky" "US" 2069 39 0 2030
"1683" "Kentucky" "US" 1019 25 0 994
"1684" "Kentucky" "US" 533 10 0 523
"1685" "Kentucky" "US" 1649 16 0 1633
"1686" "Kentucky" "US" 341 9 0 332
"1687" "Kentucky" "US" 4687 34 0 4653
"1688" "Kentucky" "US" 1010 15 0 995
"1689" "Kentucky" "US" 523 1 0 522
"1690" "Kentucky" "US" 969 5 0 964
"1691" "Kentucky" "US" 2319 38 0 2281
"1692" "Kentucky" "US" 583 3 0 580
"1693" "Kentucky" "US" 190 3 0 187
"1694" "Kentucky" "US" 2041 52 0 1989
"1695" "Kentucky" "US" 693 17 0 676
"1696" "Kentucky" "US" 40817 470 0 40347
"1697" "Kentucky" "US" 2050 36 0 2014
"1698" "Kentucky" "US" 883 7 0 876
"1699" "Kentucky" "US" 6238 62 0 6176
"1700" "Kentucky" "US" 600 9 0 591
"1701" "Kentucky" "US" 1316 10 0 1306
"1702" "Kentucky" "US" 644 1 0 643
"1703" "Kentucky" "US" 2727 12 0 2715
